,0,4,neighborhood,code
907,2017,82,Avalon Park,45
908,2017,47,Dunning,17
909,2017,59,Hermosa,20
910,2017,53,Chatham,44
911,2017,52,Edgewater,77
912,2017,82,Bridgeport,60
913,2017,55,Irving Park,16
914,2017,65,Little Village,30
915,2017,37,Chatham,44
916,2017,70,Humboldt Park,23
917,2017,42,North Lawndale,29
918,2017,61,Belmont Cragin,19
919,2017,48,South Chicago,46
920,2017,50,Humboldt Park,23
921,2017,30,Gage Park,63
922,2017,35,Belmont Cragin,19
923,2017,58,Garfield Park,27
924,2017,52,Hermosa,20
925,2017,50,Morgan Park,75
926,2017,60,Logan Square,22
927,2017,69,Morgan Park,75
928,2017,73,Fuller Park,37
929,2017,70,South Shore,43
930,2017,57,East Side,52
931,2017,76,Norwood Park,10
932,2017,82,Ashburn,70
933,2017,75,Lincoln Square,4
934,2017,73,Garfield Park,27
935,2017,71,West Ridge,2
936,2017,69,Hyde Park,41
937,2017,76,Chatham,44
938,2017,53,Archer Heights,57
939,2017,71,North Park,13
940,2017,82,Brighton Park,58
941,2017,45,Grand Boulevard,38
942,2017,42,Belmont Cragin,19
943,2017,82,Calumet Heights,48
944,2017,40,Chicago Lawn,66
945,2017,53,Garfield Park,27
946,2017,62,"Little Italy, UIC",28
947,2017,80,Norwood Park,10
948,2017,85,Norwood Park,10
949,2017,35,Douglas,35
950,2017,75,Ukrainian Village,24
951,2017,67,United Center,28
952,2017,62,Edgewater,77
953,2017,25,South Shore,43
954,2017,75,Irving Park,16
955,2017,42,Englewood,68
956,2017,75,Roseland,49
957,2017,67,North Lawndale,29
958,2017,90,Englewood,68
959,2017,75,Logan Square,22
960,2017,62,Austin,25
961,2017,77,Austin,25
962,2017,50,Little Village,30
963,2017,63,Albany Park,14
964,2017,55,West Lawn,65
965,2017,37,Andersonville,77
966,2017,75,Garfield Park,27
967,2017,62,Woodlawn,42
968,2017,75,Auburn Gresham,71
969,2017,67,Belmont Cragin,19
970,2017,80,Roseland,49
971,2017,62,Dunning,17
972,2017,82,Norwood Park,10
973,2017,50,South Chicago,46
974,2017,72,West Town,24
975,2017,72,North Center,5
976,2017,60,Avalon Park,45
977,2017,55,Austin,25
978,2017,67,Humboldt Park,23
979,2017,53,New City,61
980,2017,30,Austin,25
981,2017,50,Englewood,68
982,2017,67,West Town,24
983,2017,37,Little Village,30
984,2017,55,Garfield Ridge,56
985,2017,75,Lake View,6
986,2017,73,Little Village,30
987,2017,52,North Lawndale,29
988,2017,63,Austin,25
989,2017,90,West Town,24
990,2017,59,South Deering,51
991,2017,65,East Village,24
992,2017,50,Douglas,35
993,2017,53,South Deering,51
994,2017,80,Lake View,6
995,2017,82,West Pullman,53
996,2017,92,River North,8
997,2017,65,Lake View,6
998,2017,40,Little Village,30
999,2017,67,Humboldt Park,23
1000,2017,82,Belmont Cragin,19
1001,2017,52,Old Town,8
1002,2017,50,Oakland,36
1003,2017,76,Lower West Side,31
1004,2017,25,Grand Boulevard,38
1005,2017,38,Lower West Side,31
1006,2017,76,West Lawn,65
1007,2017,75,West Ridge,2
1008,2017,48,West Pullman,53
1009,2017,36,Hyde Park,41
1010,2017,22,Auburn Gresham,71
1011,2017,42,Ashburn,70
1012,2017,50,Grand Crossing,69
1013,2017,57,Brighton Park,58
1014,2017,67,Riverdale,54
1015,2017,67,West Town,24
1016,2017,76,South Chicago,46
1017,2017,48,North Lawndale,29
1018,2017,37,North Lawndale,29
1019,2017,82,West Town,24
1020,2017,42,Washington Heights,73
1021,2017,80,North Center,5
1022,2017,87,Ashburn,70
1023,2017,62,Albany Park,14
1024,2017,61,Austin,25
1025,2017,67,Lincoln Park,7
1026,2017,44,Gage Park,63
1027,2017,94,South Shore,43
1028,2017,82,Bridgeport,60
1029,2017,80,Belmont Cragin,19
1030,2017,81,Near South Side,33
1031,2017,18,"Little Italy, UIC",28
1032,2017,30,Morgan Park,75
1033,2017,72,Mckinley Park,59
1034,2017,70,Roseland,49
1035,2017,63,River North,8
1036,2017,15,West Ridge,2
1037,2017,73,Chatham,44
1038,2017,78,Washington Heights,73
1039,2017,63,Englewood,68
1040,2017,65,West Elsdon,62
1041,2017,65,Wicker Park,24
1042,2017,57,Lower West Side,31
1043,2017,65,Englewood,68
1044,2017,50,Humboldt Park,23
1045,2017,61,Clearing,64
1046,2017,65,Avondale,21
1047,2017,62,North Lawndale,29
1048,2017,53,Chatham,44
1049,2017,85,Brighton Park,58
1050,2017,75,Morgan Park,75
1051,2017,80,Avondale,21
1052,2017,80,New City,61
1053,2017,65,Montclare,18
1054,2017,70,North Center,5
1055,2017,67,Albany Park,14
1056,2017,70,Avondale,21
1057,2017,63,Lincoln Square,4
1058,2017,76,Washington Heights,73
1059,2017,57,West Ridge,2
1060,2017,25,Austin,25
1061,2017,75,Belmont Cragin,19
1062,2017,52,Garfield Park,27
1063,2017,40,Near South Side,33
1064,2017,55,North Lawndale,29
1065,2017,63,Portage Park,15
1066,2017,71,Ashburn,70
1067,2017,84,Bucktown,22
1068,2017,51,North Lawndale,29
1069,2017,53,Roseland,49
1070,2017,88,Logan Square,22
1071,2017,57,Kenwood,39
1072,2017,67,Mount Greenwood,74
1073,2017,43,Washington Heights,73
1074,2017,78,Portage Park,15
1075,2017,47,Douglas,35
1076,2017,61,South Chicago,46
1077,2017,42,East Side,52
1078,2017,47,Englewood,68
1079,2017,71,Garfield Park,27
1080,2017,46,Gage Park,63
1081,2017,71,Ashburn,70
1082,2017,51,Near South Side,33
1083,2017,47,"Little Italy, UIC",28
1084,2017,55,Humboldt Park,23
1085,2017,65,Washington Heights,73
1086,2017,73,Little Village,30
1087,2017,45,Austin,25
1088,2017,53,Humboldt Park,23
1089,2017,56,Grand Crossing,69
1090,2017,62,Portage Park,15
1091,2017,60,Riverdale,54
1092,2017,62,South Shore,43
1093,2017,57,Humboldt Park,23
1094,2017,70,Beverly,72
1095,2017,62,East Side,52
1096,2017,77,Uptown,3
1097,2017,53,South Shore,43
1098,2017,61,Auburn Gresham,71
1099,2017,75,Avondale,21
1100,2017,82,Humboldt Park,23
1101,2017,84,North Center,5
1102,2017,94,North Park,13
1103,2017,77,"Little Italy, UIC",28
1104,2017,76,Garfield Ridge,56
1105,2017,66,Pullman,50
1106,2017,40,Washington Heights,73
1107,2017,72,Garfield Ridge,56
1108,2017,75,Washington Heights,73
1109,2017,62,Washington Park,40
1110,2017,75,Lincoln Square,4
1111,2017,57,Rush & Division,8
1112,2017,80,Little Village,30
1113,2017,67,West Pullman,53
1114,2017,67,Austin,25
1115,2017,44,Austin,25
1116,2017,35,Englewood,68
1117,2017,62,Lower West Side,31
1118,2017,67,Gage Park,63
1119,2017,75,North Park,13
1120,2017,82,Old Town,8
1121,2017,70,O'Hare,76
1122,2017,31,Ashburn,70
1123,2017,69,Bridgeport,60
1124,2017,63,Brighton Park,58
1125,2017,67,Logan Square,22
1126,2017,72,Little Village,30
1127,2017,62,Grand Crossing,69
1128,2017,65,North Center,5
1129,2017,78,West Pullman,53
1130,2017,52,Brighton Park,58
1131,2017,82,Lower West Side,31
1132,2017,92,Mount Greenwood,74
1133,2017,62,West Lawn,65
1134,2017,70,Belmont Cragin,19
1135,2017,68,Roseland,49
1136,2017,85,Lincoln Square,4
1137,2017,80,Logan Square,22
1138,2017,66,Bridgeport,60
1139,2017,92,Lake View,6
1140,2017,60,Gage Park,63
1141,2017,61,West Loop,32
1142,2017,63,Calumet Heights,48
1143,2017,92,Mount Greenwood,74
1144,2017,70,Portage Park,15
1145,2017,63,Auburn Gresham,71
1146,2017,28,Lower West Side,31
1147,2017,65,Little Village,30
1148,2017,62,Grand Boulevard,38
1149,2017,52,Little Village,30
1150,2017,57,Morgan Park,75
1151,2017,69,Chicago Lawn,66
1152,2017,51,North Lawndale,29
1153,2017,72,West Ridge,2
1154,2017,65,Albany Park,14
1155,2017,81,Woodlawn,42
1156,2017,67,Near South Side,33
1157,2017,82,Washington Heights,73
1158,2017,62,South Chicago,46
1159,2017,72,Chicago Lawn,66
1160,2017,88,Belmont Cragin,19
1161,2017,55,Armour Square,34
1162,2017,75,Irving Park,16
1163,2017,42,Englewood,68
1164,2017,34,Avondale,21
1165,2017,44,Englewood,68
1166,2017,62,Belmont Cragin,19
1167,2017,67,South Shore,43
1168,2017,75,Garfield Park,27
1169,2017,75,North Lawndale,29
1170,2017,55,Rogers Park,1
1171,2017,40,United Center,28
1172,2017,62,Brighton Park,58
1173,2017,69,Humboldt Park,23
1174,2017,69,Grand Crossing,69
1175,2017,40,Belmont Cragin,19
1176,2017,80,Kenwood,39
1177,2017,76,Auburn Gresham,71
1178,2017,76,Clearing,64
1179,2017,60,Grand Crossing,69
1180,2017,44,Grand Crossing,69
1181,2017,45,Chicago Lawn,66
1182,2017,78,Washington Park,40
1183,2017,72,Lincoln Park,7
1184,2017,55,Irving Park,16
1185,2017,67,Humboldt Park,23
1186,2017,70,Kenwood,39
1187,2017,78,Pullman,50
1188,2017,75,Auburn Gresham,71
1189,2017,77,Lower West Side,31
1190,2017,50,Little Village,30
1191,2017,73,East Side,52
1192,2017,90,Lower West Side,31
1193,2017,50,Englewood,68
1194,2017,57,Rogers Park,1
1195,2017,82,Auburn Gresham,71
1196,2017,58,Englewood,68
1197,2017,86,Edison Park,9
1198,2017,25,Galewood,25
1199,2017,65,Austin,25
1200,2017,42,Humboldt Park,23
1201,2017,76,Boystown,6
1202,2017,57,North Lawndale,29
1203,2017,73,Humboldt Park,23
1204,2017,50,South Chicago,46
1205,2017,61,Ashburn,70
1206,2017,57,Austin,25
1207,2017,42,Englewood,68
1208,2017,78,Mckinley Park,59
1209,2017,36,Oakland,36
1210,2017,73,West Ridge,2
1211,2017,67,Grand Crossing,69
1212,2017,44,Lower West Side,31
1213,2017,34,Calumet Heights,48
1214,2017,63,Ashburn,70
1215,2017,73,Beverly,72
1216,2017,80,Englewood,68
1217,2017,59,Avondale,21
1218,2017,62,Rogers Park,1
1219,2017,67,Brighton Park,58
1220,2017,50,Gage Park,63
1221,2017,36,Austin,25
1222,2017,37,Little Village,30
1223,2017,63,Chatham,44
1224,2017,62,Avalon Park,45
1225,2017,44,Washington Park,40
1226,2017,50,Roseland,49
1227,2017,69,Albany Park,14
1228,2017,62,Irving Park,16
1229,2017,50,Chicago Lawn,66
1230,2017,93,Englewood,68
1231,2017,84,Avondale,21
1232,2017,72,South Shore,43
1233,2017,71,Lincoln Park,7
1234,2017,69,Gage Park,63
1235,2017,60,Hegewisch,55
1236,2017,65,Avondale,21
1237,2017,63,Belmont Cragin,19
1238,2017,40,South Shore,43
1239,2017,80,West Ridge,2
1240,2017,38,New City,61
1241,2017,44,"Little Italy, UIC",28
1242,2017,77,Hermosa,20
1243,2017,61,Armour Square,34
1244,2017,52,West Pullman,53
1245,2017,71,Chatham,44
1246,2017,30,Woodlawn,42
1247,2017,51,West Elsdon,62
1248,2017,52,Auburn Gresham,71
1249,2017,66,New City,61
1250,2017,73,Norwood Park,10
1251,2017,55,Logan Square,22
1252,2017,61,South Chicago,46
1253,2017,57,Little Village,30
1254,2017,40,Albany Park,14
1255,2017,53,Edgewater,77
1256,2017,65,Garfield Park,27
1257,2017,51,Englewood,68
1258,2017,92,"Sauganash,Forest Glen",12
1259,2017,85,Uptown,3
1260,2017,69,Hermosa,20
1261,2017,77,"Little Italy, UIC",28
1262,2017,90,Jefferson Park,11
1263,2017,70,Dunning,17
1264,2017,48,North Lawndale,29
1265,2017,45,Archer Heights,57
1266,2017,25,Douglas,35
1267,2017,67,Ukrainian Village,24
1268,2017,73,United Center,28
1269,2017,52,Archer Heights,57
1270,2017,57,Englewood,68
1271,2017,90,Clearing,64
1272,2017,65,Little Village,30
1273,2017,67,Hegewisch,55
1274,2017,82,Irving Park,16
1275,2017,67,Ukrainian Village,24
1276,2017,50,Englewood,68
1277,2017,78,Old Town,8
1278,2017,65,Lower West Side,31
1279,2017,55,Auburn Gresham,71
1280,2017,77,Bridgeport,60
1281,2017,33,Englewood,68
1282,2017,57,Lower West Side,31
1283,2017,76,Austin,25
1284,2017,80,Uptown,3
1285,2017,50,Washington Park,40
1286,2017,57,Rogers Park,1
1287,2017,60,West Lawn,65
1288,2017,57,West Town,24
1289,2017,69,Auburn Gresham,71
1290,2017,40,Brighton Park,58
1291,2017,65,Irving Park,16
1292,2017,57,Grand Crossing,69
1293,2017,70,Ashburn,70
1294,2017,62,Brighton Park,58
1295,2017,61,Garfield Park,27
1296,2017,48,Riverdale,54
1297,2017,69,Avondale,21
1298,2017,63,Little Village,30
1299,2017,69,Belmont Cragin,19
1300,2017,87,Ukrainian Village,24
1301,2017,67,Washington Heights,73
1302,2017,80,Galewood,25
1303,2017,45,Chinatown,32
1304,2017,39,Ukrainian Village,24
1305,2017,52,Douglas,35
1306,2017,63,Portage Park,15
1307,2017,42,Garfield Park,27
1308,2017,50,Belmont Cragin,19
1309,2017,71,West Town,24
1310,2017,65,Beverly,72
1311,2017,77,Humboldt Park,23
1312,2017,50,Grand Boulevard,38
1313,2017,65,Roseland,49
1314,2017,65,North Lawndale,29
1315,2017,47,Englewood,68
1316,2017,22,Auburn Gresham,71
1317,2017,55,North Lawndale,29
1318,2017,46,Englewood,68
1319,2017,65,United Center,28
1320,2017,65,Humboldt Park,23
1321,2017,35,Grand Boulevard,38
1322,2012,78,Lincoln Park,7
1323,2012,64,South Shore,43
1324,2012,45,Ashburn,70
1325,2012,53,New City,61
1326,2012,57,Armour Square,34
1327,2012,53,Albany Park,14
1328,2012,75,North Center,5
1329,2012,33,Wicker Park,24
1330,2012,60,North Center,5
1331,2012,50,Albany Park,14
1332,2012,75,North Center,5
1333,2012,35,New City,61
1334,2012,67,Lake View,6
1335,2012,30,Humboldt Park,23
1336,2012,50,Roseland,49
1337,2012,21,Roseland,49
1338,2012,35,Humboldt Park,23
1339,2012,50,Beverly,72
1340,2012,50,Garfield Park,27
1341,2012,30,North Lawndale,29
1342,2012,70,Calumet Heights,48
1343,2012,28,Logan Square,22
1344,2012,32,Englewood,68
1345,2012,35,Humboldt Park,23
1346,2012,50,Woodlawn,42
1347,2012,66,"Little Italy, UIC",28
1348,2012,39,Englewood,68
1349,2012,92,Mount Greenwood,74
1350,2012,58,Wicker Park,24
1351,2012,60,Grand Boulevard,38
1352,2012,50,Kenwood,39
1353,2012,45,Englewood,68
1354,2012,45,South Chicago,46
1355,2012,55,New City,61
1356,2012,50,Chatham,44
1357,2012,71,Dunning,17
1358,2012,25,Chatham,44
1359,2012,35,Englewood,68
1360,2012,57,Ashburn,70
1361,2012,75,Lake View,6
1362,2012,33,Austin,25
1363,2012,25,Woodlawn,42
1364,2012,41,Austin,25
1365,2012,25,Avalon Park,45
1366,2012,75,Morgan Park,75
1367,2012,75,Belmont Cragin,19
1368,2012,50,Lower West Side,31
1369,2012,33,Englewood,68
1370,2012,40,Englewood,68
1371,2012,35,Humboldt Park,23
1372,2012,35,Washington Park,40
1373,2012,39,Kenwood,39
1374,2012,75,Clearing,64
1375,2012,60,Hyde Park,41
1376,2012,25,Humboldt Park,23
1377,2012,50,Brighton Park,58
1378,2012,39,Grand Boulevard,38
1379,2012,78,South Deering,51
1380,2012,55,Chatham,44
1381,2012,64,Brighton Park,58
1382,2012,30,Irving Park,16
1383,2012,60,Avondale,21
1384,2012,53,Englewood,68
1385,2012,25,Ashburn,70
1386,2012,21,Grand Boulevard,38
1387,2012,50,New City,61
1388,2012,39,Belmont Cragin,19
1389,2012,75,North Lawndale,29
1390,2012,42,Ashburn,70
1391,2012,40,Little Village,30
1392,2012,30,Washington Heights,73
1393,2012,30,Hyde Park,41
1394,2012,50,Bridgeport,60
1395,2012,35,Avalon Park,45
1396,2012,25,Belmont Cragin,19
1397,2012,46,Logan Square,22
1398,2012,20,Englewood,68
1399,2012,42,Grand Crossing,69
1400,2012,35,Grand Crossing,69
1401,2012,39,Garfield Park,27
1402,2012,55,Englewood,68
1403,2012,50,Dunning,17
1404,2012,45,Dunning,17
1405,2012,64,Mount Greenwood,74
1406,2012,25,Douglas,35
1407,2012,30,Avalon Park,45
1408,2012,53,Edison Park,9
1409,2012,35,Roseland,49
1410,2012,60,Ukrainian Village,24
1411,2012,42,Auburn Gresham,71
1412,2012,42,Chicago Lawn,66
1413,2012,60,North Lawndale,29
1414,2012,64,Brighton Park,58
1415,2012,16,Roseland,49
1416,2012,70,Grand Boulevard,38
1417,2012,42,North Lawndale,29
1418,2012,68,Little Village,30
1419,2012,50,West Ridge,2
1420,2012,75,Norwood Park,10
1421,2012,50,Grand Boulevard,38
1422,2012,25,Little Village,30
1423,2012,40,Humboldt Park,23
1424,2012,25,Englewood,68
1425,2012,60,Garfield Park,27
1426,2012,41,Little Village,30
1427,2012,75,North Center,5
1428,2012,50,New City,61
1429,2012,50,West Ridge,2
1430,2012,81,Irving Park,16
1431,2012,28,Chicago Lawn,66
1432,2012,20,East Side,52
1433,2012,62,Belmont Cragin,19
1434,2012,62,Kenwood,39
1435,2012,35,Woodlawn,42
1436,2012,57,Roseland,49
1437,2012,60,Ashburn,70
1438,2012,45,North Lawndale,29
1439,2012,25,Washington Park,40
1440,2012,64,Pullman,50
1441,2012,67,"Sauganash,Forest Glen",12
1442,2012,60,Norwood Park,10
1443,2012,25,Washington Park,40
1444,2012,46,South Shore,43
1445,2012,35,Washington Park,40
1446,2012,64,Garfield Park,27
1447,2012,46,South Chicago,46
1448,2012,62,Mckinley Park,59
1449,2012,46,River North,8
1450,2012,40,Austin,25
1451,2012,50,West Lawn,65
1452,2012,42,New City,61
1453,2012,40,West Pullman,53
1454,2012,25,Portage Park,15
1455,2012,39,Englewood,68
1456,2012,41,Grand Crossing,69
1457,2012,50,Little Village,30
1458,2012,60,Beverly,72
1459,2012,53,West Town,24
1460,2012,57,Lincoln Square,4
1461,2012,40,Austin,25
1462,2012,28,New City,61
1463,2012,89,West Town,24
1464,2012,30,Grand Crossing,69
1465,2012,53,Little Village,30
1466,2012,42,Woodlawn,42
1467,2012,55,South Shore,43
1468,2012,50,Gage Park,63
1469,2012,64,Gage Park,63
1470,2012,45,Portage Park,15
1471,2012,45,Morgan Park,75
1472,2012,35,Rogers Park,1
1473,2012,16,O'Hare,76
1474,2012,50,Mckinley Park,59
1475,2012,35,Chicago Lawn,66
1476,2012,57,Avondale,21
1477,2012,75,United Center,28
1478,2012,39,West Elsdon,62
1479,2012,32,Washington Heights,73
1480,2012,35,Kenwood,39
1481,2012,50,Gage Park,63
1482,2012,55,Washington Heights,73
1483,2012,32,Auburn Gresham,71
1484,2012,46,Little Village,30
1485,2012,46,Chicago Lawn,66
1486,2012,30,Fuller Park,37
1487,2012,40,Austin,25
1488,2012,45,Englewood,68
1489,2012,50,Roseland,49
1490,2012,33,Roseland,49
1491,2012,70,Old Town,8
1492,2012,39,Brighton Park,58
1493,2012,40,Avondale,21
1494,2012,37,Belmont Cragin,19
1495,2012,71,North Lawndale,29
1496,2012,85,Ukrainian Village,24
1497,2012,35,Austin,25
1498,2012,15,Logan Square,22
1499,2012,87,Edison Park,9
1500,2012,55,North Center,5
1501,2012,45,North Park,13
1502,2012,25,Gage Park,63
1503,2012,53,"Little Italy, UIC",28
1504,2012,39,Auburn Gresham,71
1505,2012,75,Garfield Park,27
1506,2012,55,West Ridge,2
1507,2012,45,Bridgeport,60
1508,2012,67,Edgewater,77
1509,2012,53,Mount Greenwood,74
1510,2012,45,Pullman,50
1511,2012,68,Austin,25
1512,2012,40,Old Town,8
1513,2012,60,Pullman,50
1514,2012,35,Austin,25
1515,2012,33,Riverdale,54
1516,2012,40,Riverdale,54
1517,2012,57,East Side,52
1518,2012,40,East Side,52
1519,2012,55,Roseland,49
1520,2012,82,Humboldt Park,23
1521,2012,32,Garfield Park,27
1522,2012,50,Little Village,30
1523,2012,50,Uptown,3
1524,2012,40,Englewood,68
1525,2012,57,Little Village,30
1526,2012,53,Irving Park,16
1527,2012,55,Garfield Park,27
1528,2012,33,West Lawn,65
1529,2012,55,Roseland,49
1530,2012,71,North Park,13
1531,2012,35,Belmont Cragin,19
1532,2012,50,Burnside,47
1533,2012,35,Humboldt Park,23
1534,2012,50,Galewood,25
1535,2012,78,Lake View,6
1536,2012,46,Garfield Park,27
1537,2012,40,Andersonville,77
1538,2012,39,Albany Park,14
1539,2012,25,Hegewisch,55
1540,2012,50,Belmont Cragin,19
1541,2012,66,Austin,25
1542,2012,41,Grand Crossing,69
1543,2012,46,Morgan Park,75
1544,2012,18,South Shore,43
1545,2012,64,Irving Park,16
1546,2012,40,Englewood,68
1547,2012,50,Lake View,6
1548,2012,25,South Chicago,46
1549,2012,50,Austin,25
1550,2012,30,Woodlawn,42
1551,2012,60,Edgewater,77
1552,2012,75,Douglas,35
1553,2012,55,Little Village,30
1554,2012,60,Little Village,30
1555,2012,55,Lake View,6
1556,2012,30,Riverdale,54
1557,2012,25,Gage Park,63
1558,2012,53,Lower West Side,31
1559,2012,45,Grand Boulevard,38
1560,2012,20,South Shore,43
1561,2012,37,Oakland,36
1562,2012,66,Garfield Park,27
1563,2012,57,Portage Park,15
1564,2012,57,Jefferson Park,11
1565,2012,55,Lincoln Square,4
1566,2012,65,Chatham,44
1567,2012,60,Lake View,6
1568,2012,25,New City,61
1569,2012,25,South Shore,43
1570,2012,40,Logan Square,22
1571,2012,25,South Chicago,46
1572,2012,82,West Town,24
1573,2012,35,Douglas,35
1574,2012,35,Humboldt Park,23
1575,2012,45,Brighton Park,58
1576,2012,50,Woodlawn,42
1577,2012,53,Armour Square,34
1578,2012,64,North Lawndale,29
1579,2012,50,East Side,52
1580,2012,42,Chatham,44
1581,2012,58,Jefferson Park,11
1582,2012,53,Humboldt Park,23
1583,2012,46,Garfield Park,27
1584,2012,62,West Pullman,53
1585,2012,50,Englewood,68
1586,2012,67,Logan Square,22
1587,2012,70,Lower West Side,31
1588,2012,53,Hermosa,20
1589,2012,46,Douglas,35
1590,2012,75,Irving Park,16
1591,2012,50,Garfield Park,27
1592,2012,42,Brighton Park,58
1593,2012,75,North Center,5
1594,2012,64,Clearing,64
1595,2012,32,Chinatown,32
1596,2012,50,Morgan Park,75
1597,2012,40,Chicago Lawn,66
1598,2012,35,Woodlawn,42
1599,2012,30,Garfield Ridge,56
1600,2012,46,Grand Crossing,69
1601,2012,50,Lower West Side,31
1602,2012,42,West Elsdon,62
1603,2012,57,Grand Crossing,69
1604,2012,60,Austin,25
1605,2012,28,New City,61
1606,2012,55,Garfield Ridge,56
1607,2012,50,Beverly,72
1608,2012,75,North Center,5
1609,2012,87,Douglas,35
1610,2012,53,South Deering,51
1611,2012,50,Garfield Park,27
1612,2012,53,Garfield Park,27
1613,2012,45,"Little Italy, UIC",28
1614,2012,65,West Pullman,53
1615,2012,75,Albany Park,14
1616,2012,42,Englewood,68
1617,2012,57,Little Village,30
1618,2012,46,Uptown,3
1619,2012,55,Chatham,44
1620,2012,37,Auburn Gresham,71
1621,2012,60,Norwood Park,10
1622,2012,42,West Pullman,53
1623,2012,64,Wicker Park,24
1624,2012,35,Irving Park,16
1625,2012,42,Rogers Park,1
1626,2012,53,Wicker Park,24
1627,2012,62,Little Village,30
1628,2012,53,Uptown,3
1629,2012,28,Little Village,30
1630,2012,50,Montclare,18
1631,2012,39,Lower West Side,31
1632,2012,57,Garfield Park,27
1633,2012,35,Galewood,25
1634,2012,50,Uptown,3
1635,2012,41,Calumet Heights,48
1636,2012,67,Englewood,68
1637,2012,39,Lower West Side,31
1638,2012,50,Rogers Park,1
1639,2012,45,North Lawndale,29
1640,2012,71,Austin,25
1641,2012,25,Calumet Heights,48
1642,2012,55,Beverly,72
1643,2012,20,Hermosa,20
1644,2012,58,Kenwood,39
1645,2012,50,Lake View,6
1646,2012,39,Roseland,49
1647,2012,60,Old Town,8
1648,2012,67,East Village,24
1649,2012,39,Belmont Cragin,19
1650,2012,62,Little Village,30
1651,2012,35,Garfield Park,27
1652,2012,57,Chatham,44
1653,2012,32,Austin,25
1654,2012,60,Lincoln Park,7
1655,2012,35,Ashburn,70
1656,2012,53,Little Village,30
1657,2012,40,Avondale,21
1658,2012,45,Logan Square,22
1659,2012,45,Lake View,6
1660,2012,56,Lincoln Park,7
1661,2012,60,Austin,25
1662,2012,33,Boystown,6
1663,2012,41,West Elsdon,62
1664,2012,45,Grand Boulevard,38
1665,2012,30,Englewood,68
1666,2012,40,Belmont Cragin,19
1667,2012,42,Lincoln Square,4
1668,2012,50,Andersonville,77
1669,2012,45,Auburn Gresham,71
1670,2012,57,West Town,24
1671,2012,30,Garfield Park,27
1672,2012,50,Lower West Side,31
1673,2012,50,Washington Heights,73
1674,2012,75,West Lawn,65
1675,2012,50,Little Village,30
1676,2012,35,Archer Heights,57
1677,2012,46,United Center,28
1678,2012,60,Bridgeport,60
1679,2012,66,West Loop,32
1680,2012,71,Garfield Ridge,56
1681,2012,10,Chicago Lawn,66
1682,2012,40,Grand Crossing,69
1683,2012,42,Humboldt Park,23
1684,2012,57,Belmont Cragin,19
1685,2012,85,Lake View,6
1686,2012,62,Calumet Heights,48
1687,2012,55,North Park,13
1688,2012,40,Belmont Cragin,19
1689,2012,71,Garfield Park,27
1690,2012,50,Garfield Park,27
1691,2012,50,North Lawndale,29
1692,2012,45,North Lawndale,29
1693,2012,39,East Side,52
1694,2012,50,Washington Heights,73
1695,2012,40,Grand Boulevard,38
1696,2012,55,Garfield Park,27
1697,2012,46,Garfield Ridge,56
1698,2012,37,Austin,25
1699,2012,35,Roseland,49
1700,2012,45,Austin,25
1701,2012,60,West Ridge,2
1702,2012,45,Kenwood,39
1703,2012,33,Morgan Park,75
1704,2012,67,Humboldt Park,23
1705,2012,35,"Little Italy, UIC",28
1706,2012,58,Mount Greenwood,74
1707,2012,35,Washington Heights,73
1708,2012,55,Little Village,30
1709,2012,46,South Shore,43
1710,2012,62,Mckinley Park,59
1711,2012,60,Clearing,64
1712,2012,75,North Lawndale,29
1713,2012,75,Garfield Park,27
1714,2012,50,Brighton Park,58
1715,2012,71,Near South Side,33
1716,2012,41,Chatham,44
1717,2012,33,West Town,24
1718,2012,62,Rogers Park,1
1719,2012,20,South Chicago,46
1720,2012,42,Irving Park,16
1721,2012,50,Edgewater,77
1722,2012,55,Englewood,68
1723,2012,50,South Chicago,46
1724,2012,50,Dunning,17
1725,2012,33,Humboldt Park,23
1726,2012,57,Albany Park,14
1727,2012,90,North Park,13
1728,2012,35,Washington Heights,73
1729,2012,78,North Park,13
1730,2012,8,Belmont Cragin,19
1731,2012,71,Norwood Park,10
1732,2012,33,West Town,24
1733,2012,57,Dunning,17
1734,2012,42,Chatham,44
1735,2012,40,Englewood,68
1736,2012,75,Norwood Park,10
1737,2012,45,Lower West Side,31
1738,2012,20,South Deering,51
1739,2012,46,Austin,25
1740,2012,50,Sheffield & DePaul,7
1741,2012,25,Humboldt Park,23
1742,2012,57,Grand Crossing,69
1743,2012,25,South Shore,43
1744,2012,53,Irving Park,16
1745,2012,57,Auburn Gresham,71
1746,2012,35,Douglas,35
1747,2012,45,Grand Crossing,69
1748,2012,33,Englewood,68
1749,2012,46,Englewood,68
1750,2012,50,Douglas,35
1751,2012,46,Portage Park,15
1752,2012,71,West Ridge,2
1753,2012,30,Bridgeport,60
1754,2012,50,Hyde Park,41
1755,2012,25,Garfield Ridge,56
1756,2012,55,United Center,28
1757,2012,40,Lower West Side,31
1758,2012,50,Portage Park,15
1759,2012,50,Bucktown,22
1760,2012,39,Gage Park,63
1761,2012,50,West Pullman,53
1762,2012,45,Lake View,6
1763,2012,67,Near South Side,33
1764,2012,46,Archer Heights,57
1765,2012,41,West Lawn,65
1766,2012,39,New City,61
1767,2012,42,Auburn Gresham,71
1768,2012,45,United Center,28
1769,2012,65,Logan Square,22
1770,2012,39,Lincoln Square,4
