date,value
2000-01-01,118000
2000-02-01,117750
2000-03-01,117750
2000-04-01,113000
2000-05-01,115500
2000-06-01,123000
2000-07-01,125000
2000-08-01,125000
2000-09-01,120750
2000-10-01,120000
2000-11-01,120000
2000-12-01,118500
2001-01-01,124000
2001-02-01,125000
2001-03-01,124500
2001-04-01,123000
2001-05-01,125000
2001-06-01,135000
2001-07-01,135000
2001-08-01,141000
2001-09-01,140000
2001-10-01,140000
2001-11-01,140000
2001-12-01,140000
2002-01-01,140000
2002-02-01,138000
2002-03-01,138000
2002-04-01,135250
2002-05-01,132000
2002-06-01,134500
2002-07-01,135000
2002-08-01,140000
2002-09-01,140000
2002-10-01,139500
2002-11-01,140000
2002-12-01,146500
2003-01-01,157000
2003-02-01,150500
2003-03-01,156000
2003-04-01,161500
2003-05-01,165500
2003-06-01,163000
2003-07-01,160000
2003-08-01,164000
2003-09-01,167000
2003-10-01,171500
2003-11-01,173500
2003-12-01,175000
2004-01-01,175000
2004-02-01,177000
2004-03-01,177000
2004-04-01,172000
2004-05-01,179000
2004-06-01,182000
2004-07-01,182000
2004-08-01,182000
2004-09-01,187500
2004-10-01,196750
2004-11-01,197000
2004-12-01,208500
2005-01-01,206000
2005-02-01,209000
2005-03-01,208250
2005-04-01,207000
2005-05-01,216500
2005-06-01,225000
2005-07-01,226000
2005-08-01,227250
2005-09-01,230000
2005-10-01,230000
2005-11-01,225000
2005-12-01,225000
2006-01-01,225000
2006-02-01,236500
2006-03-01,237500
2006-04-01,237500
2006-05-01,229500
2006-06-01,233750
2006-07-01,220500
2006-08-01,221750
2006-09-01,227500
2006-10-01,224000
2006-11-01,222000
2006-12-01,220000
2007-01-01,235750
2007-02-01,241000
2007-03-01,241000
2007-04-01,240000
2007-05-01,222000
2007-06-01,219950
2007-07-01,224000
2007-08-01,233000
2007-09-01,236000
2007-10-01,231000
2007-11-01,205000
2007-12-01,202500
2008-01-01,190000
2008-02-01,212500
2008-03-01,220000
2008-04-01,211500
2008-05-01,182000
2008-06-01,186000
2008-07-01,225000
2008-08-01,185000
2008-09-01,178500
2008-10-01,178500
2008-11-01,184000
2008-12-01,174000
2009-01-01,161000
2009-02-01,167000
2009-03-01,158750
2009-04-01,167000
2009-05-01,162500
2009-06-01,170000
2009-07-01,171500
2009-08-01,140000
2009-09-01,140000
2009-10-01,141000
2009-11-01,155000
2009-12-01,154500
2010-01-01,146000
2010-02-01,148000
2010-03-01,158000
2010-04-01,155500
2010-05-01,145000
2010-06-01,125000
2010-07-01,140000
2010-08-01,144250
2010-09-01,155000
2010-10-01,143500
2010-11-01,147000
2010-12-01,122500
2011-01-01,137500
2011-02-01,130000
2011-03-01,127500
2011-04-01,119750
2011-05-01,115000
2011-06-01,107000
2011-07-01,105000
2011-08-01,116500
2011-09-01,125500
2011-10-01,143000
2011-11-01,126000
2011-12-01,117000
2012-01-01,114000
2012-02-01,115000
2012-03-01,116000
2012-04-01,115000
2012-05-01,115000
2012-06-01,128250
2012-07-01,128000
2012-08-01,119000
2012-09-01,109500
2012-10-01,103250
2012-11-01,97250
2012-12-01,90000
2013-01-01,90500
2013-02-01,101000
2013-03-01,102000
2013-04-01,103000
2013-05-01,106450
2013-06-01,116000
2013-07-01,95500
2013-08-01,121000
2013-09-01,134500
2013-10-01,135000
2013-11-01,128250
2013-12-01,123000
2014-01-01,128500
2014-02-01,133250
2014-03-01,130750
2014-04-01,120000
2014-05-01,127750
2014-06-01,130250
2014-07-01,141250
2014-08-01,148500
2014-09-01,147000
2014-10-01,148500
2014-11-01,150000
2014-12-01,155000
2015-01-01,151500
2015-02-01,145000
2015-03-01,141500
2015-04-01,146750
2015-05-01,147000
2015-06-01,159250
2015-07-01,162500
2015-08-01,170250
2015-09-01,175000
2015-10-01,167500
2015-11-01,163000
2015-12-01,159500
2016-01-01,160000
2016-02-01,158000
2016-03-01,165000
2016-04-01,157000
2016-05-01,160000
2016-06-01,160000
2016-07-01,195000
2016-08-01,188500
2016-09-01,198000
2016-10-01,180000
2016-11-01,178000
2016-12-01,177500
2017-01-01,172000
