date,value
2000-01-01,84500
2000-02-01,82000
2000-03-01,82000
2000-04-01,89000
2000-05-01,94000
2000-06-01,93000
2000-07-01,91500
2000-08-01,97000
2000-09-01,105000
2000-10-01,112000
2000-11-01,122500
2000-12-01,133000
2001-01-01,115000
2001-02-01,115000
2001-03-01,115000
2001-04-01,117000
2001-05-01,138000
2001-06-01,147000
2001-07-01,144000
2001-08-01,140000
2001-09-01,150250
2001-10-01,158000
2001-11-01,135000
2001-12-01,133000
2002-01-01,129000
2002-02-01,138000
2002-03-01,122000
2002-04-01,121000
2002-05-01,128250
2002-06-01,138000
2002-07-01,142500
2002-08-01,142500
2002-09-01,145500
2002-10-01,145500
2002-11-01,145000
2002-12-01,150000
2003-01-01,165000
2003-02-01,172000
2003-03-01,170000
2003-04-01,148000
2003-05-01,154500
2003-06-01,151000
2003-07-01,162500
2003-08-01,160000
2003-09-01,167500
2003-10-01,160000
2003-11-01,180000
2003-12-01,183000
2004-01-01,200000
2004-02-01,180000
2004-03-01,183500
2004-04-01,180000
2004-05-01,206000
2004-06-01,195000
2004-07-01,202500
2004-08-01,160000
2004-09-01,179500
2004-10-01,179500
2004-11-01,192250
2004-12-01,193500
2005-01-01,240000
2005-02-01,240000
2005-03-01,239750
2005-04-01,230000
2005-05-01,212500
2005-06-01,249000
2005-07-01,270000
2005-08-01,277500
2005-09-01,288000
2005-10-01,294000
2005-11-01,297000
2005-12-01,258000
2006-01-01,280000
2006-02-01,285000
2006-03-01,318500
2006-04-01,220000
2006-05-01,260000
2006-06-01,260000
2006-07-01,268000
2006-08-01,229750
2006-09-01,243500
2006-10-01,247500
2006-11-01,264250
2006-12-01,229500
2007-01-01,254000
2007-02-01,220000
2007-03-01,254000
2007-04-01,231000
2007-05-01,264500
2007-06-01,264500
2007-07-01,265000
2007-08-01,229000
2007-09-01,240500
2007-10-01,251000
2007-11-01,252500
2007-12-01,250000
2008-01-01,245000
2008-02-01,257500
2008-03-01,276500
2008-04-01,267500
2008-05-01,270000
2008-06-01,277500
2008-07-01,285000
2008-08-01,285000
2008-09-01,254000
2008-10-01,241500
2008-11-01,162000
2008-12-01,229000
2009-01-01,232500
2009-02-01,235000
2009-03-01,166000
2009-04-01,137500
2009-05-01,165000
2009-06-01,190000
2009-07-01,163000
2009-08-01,161500
2009-09-01,210000
2009-10-01,205000
2009-11-01,202500
2009-12-01,175000
2010-01-01,231500
2010-02-01,270000
2010-03-01,322000
2010-04-01,226500
2010-05-01,180000
2010-06-01,180000
2010-07-01,207500
2010-08-01,215000
2010-09-01,200000
2010-10-01,167000
2010-11-01,168000
2010-12-01,184000
2011-01-01,299000
2011-02-01,275000
2011-03-01,234000
2011-04-01,176000
2011-05-01,175000
2011-06-01,147500
2011-07-01,195000
2011-08-01,210500
2011-09-01,165000
2011-10-01,150000
2011-11-01,159000
2011-12-01,159000
2012-01-01,139500
2012-02-01,152500
2012-03-01,99000
2012-04-01,198000
2012-05-01,199000
2012-06-01,199000
2012-07-01,100000
2012-08-01,70000
2012-09-01,125000
2012-10-01,149500
2012-11-01,162500
2012-12-01,198500
2013-01-01,175500
2013-02-01,200000
2013-03-01,200000
2013-04-01,205000
2013-05-01,165000
2013-06-01,158000
2013-07-01,201500
2013-08-01,201500
2013-09-01,180750
2013-10-01,189250
2013-11-01,186500
2013-12-01,172500
2014-01-01,155750
2014-02-01,139000
2014-03-01,114000
2014-04-01,118000
2014-05-01,195000
2014-06-01,205000
2014-07-01,205000
2014-08-01,220000
2014-09-01,168000
2014-10-01,191500
2014-11-01,191500
2014-12-01,160000
2015-01-01,127000
2015-02-01,148500
2015-03-01,141500
2015-04-01,141000
2015-05-01,135000
2015-06-01,135000
2015-07-01,176000
2015-08-01,170000
2015-09-01,202500
2015-10-01,192500
2015-11-01,184500
2015-12-01,164000
2016-01-01,165500
2016-02-01,185500
2016-03-01,183000
2016-04-01,181750
2016-05-01,195500
2016-06-01,245000
2016-07-01,265000
2016-08-01,207500
2016-09-01,215000
2016-10-01,180000
2016-11-01,208500
2016-12-01,218500
2017-01-01,228000
