date,value
2000-01-01,111500
2000-02-01,99500
2000-03-01,100000
2000-04-01,93000
2000-05-01,115000
2000-06-01,105000
2000-07-01,112000
2000-08-01,119500
2000-09-01,112500
2000-10-01,106000
2000-11-01,128500
2000-12-01,123500
2001-01-01,125000
2001-02-01,105000
2001-03-01,105000
2001-04-01,97500
2001-05-01,97500
2001-06-01,110000
2001-07-01,112000
2001-08-01,118000
2001-09-01,106000
2001-10-01,107000
2001-11-01,110000
2001-12-01,118000
2002-01-01,115500
2002-02-01,111000
2002-03-01,122000
2002-04-01,121000
2002-05-01,120000
2002-06-01,113000
2002-07-01,101000
2002-08-01,107500
2002-09-01,107000
2002-10-01,121000
2002-11-01,114500
2002-12-01,124500
2003-01-01,119000
2003-02-01,114750
2003-03-01,133500
2003-04-01,118500
2003-05-01,115000
2003-06-01,112500
2003-07-01,115750
2003-08-01,128000
2003-09-01,130000
2003-10-01,145500
2003-11-01,120000
2003-12-01,120000
2004-01-01,120000
2004-02-01,120000
2004-03-01,109000
2004-04-01,110000
2004-05-01,108000
2004-06-01,116500
2004-07-01,125000
2004-08-01,124000
2004-09-01,137000
2004-10-01,138500
2004-11-01,149500
2004-12-01,140000
2005-01-01,138750
2005-02-01,130000
2005-03-01,130000
2005-04-01,138000
2005-05-01,135000
2005-06-01,133500
2005-07-01,140000
2005-08-01,155000
2005-09-01,150000
2005-10-01,155000
2005-11-01,159000
2005-12-01,165000
2006-01-01,153750
2006-02-01,158000
2006-03-01,157500
2006-04-01,165000
2006-05-01,156000
2006-06-01,152500
2006-07-01,158000
2006-08-01,165000
2006-09-01,165000
2006-10-01,163500
2006-11-01,166500
2006-12-01,182500
2007-01-01,180000
2007-02-01,180000
2007-03-01,165500
2007-04-01,169500
2007-05-01,174500
2007-06-01,185500
2007-07-01,165000
2007-08-01,157500
2007-09-01,160000
2007-10-01,189500
2007-11-01,178000
2007-12-01,169000
2008-01-01,159000
2008-02-01,159500
2008-03-01,159500
2008-04-01,152500
2008-05-01,142500
2008-06-01,165000
2008-07-01,164000
2008-08-01,165000
2008-09-01,165000
2008-10-01,165000
2008-11-01,165000
2008-12-01,145000
2009-01-01,110000
2009-02-01,107000
2009-03-01,130000
2009-04-01,101500
2009-05-01,120000
2009-06-01,120000
2009-07-01,113250
2009-08-01,113000
2009-09-01,83500
2009-10-01,59000
2009-11-01,72250
2009-12-01,83500
2010-01-01,117500
2010-02-01,135000
2010-03-01,140000
2010-04-01,139000
2010-05-01,131000
2010-06-01,125000
2010-07-01,118500
2010-08-01,126300
2010-09-01,123600
2010-10-01,148000
2010-11-01,135000
2010-12-01,129000
2011-01-01,111000
2011-02-01,129500
2011-03-01,132500
2011-04-01,106500
2011-05-01,130000
2011-06-01,104000
2011-07-01,126000
2011-08-01,120500
2011-09-01,115000
2011-10-01,97500
2011-11-01,110000
2011-12-01,109500
2012-01-01,115000
2012-02-01,101000
2012-03-01,113000
2012-04-01,125000
2012-05-01,132500
2012-06-01,125000
2012-07-01,83000
2012-08-01,78000
2012-09-01,70000
2012-10-01,94500
2012-11-01,99000
2012-12-01,95000
2013-01-01,47000
2013-02-01,115000
2013-03-01,90000
2013-04-01,103500
2013-05-01,90000
2013-06-01,102000
2013-07-01,90000
2013-08-01,100750
2013-09-01,107250
2013-10-01,141500
2013-11-01,141500
2013-12-01,150000
2014-01-01,120000
2014-02-01,139500
2014-03-01,114000
2014-04-01,137500
2014-05-01,123000
2014-06-01,121750
2014-07-01,120000
2014-08-01,150000
2014-09-01,118500
2014-10-01,117000
2014-11-01,115000
2014-12-01,116750
2015-01-01,129000
2015-02-01,124000
2015-03-01,125000
2015-04-01,125000
2015-05-01,132000
2015-06-01,123500
2015-07-01,140000
2015-08-01,142500
2015-09-01,130000
2015-10-01,100000
2015-11-01,109000
2015-12-01,115000
2016-01-01,115000
2016-02-01,101500
2016-03-01,105500
2016-04-01,106000
2016-05-01,133250
2016-06-01,133250
2016-07-01,151500
2016-08-01,125000
2016-09-01,124000
2016-10-01,150000
2016-11-01,160000
2016-12-01,155000
2017-01-01,168000
