date,value
2000-01-01,82250
2000-02-01,85000
2000-03-01,86000
2000-04-01,85000
2000-05-01,85000
2000-06-01,88000
2000-07-01,90000
2000-08-01,90000
2000-09-01,88000
2000-10-01,87000
2000-11-01,83000
2000-12-01,88250
2001-01-01,86500
2001-02-01,89000
2001-03-01,89000
2001-04-01,90000
2001-05-01,91950
2001-06-01,90000
2001-07-01,91000
2001-08-01,90500
2001-09-01,89500
2001-10-01,85750
2001-11-01,89000
2001-12-01,90000
2002-01-01,90000
2002-02-01,94000
2002-03-01,94000
2002-04-01,96000
2002-05-01,87250
2002-06-01,97500
2002-07-01,101000
2002-08-01,103000
2002-09-01,107250
2002-10-01,107750
2002-11-01,106000
2002-12-01,103000
2003-01-01,94000
2003-02-01,102500
2003-03-01,90000
2003-04-01,97250
2003-05-01,100000
2003-06-01,104000
2003-07-01,106000
2003-08-01,107500
2003-09-01,107500
2003-10-01,110000
2003-11-01,113250
2003-12-01,123000
2004-01-01,122000
2004-02-01,117250
2004-03-01,116750
2004-04-01,117000
2004-05-01,120000
2004-06-01,128000
2004-07-01,127500
2004-08-01,125000
2004-09-01,120000
2004-10-01,123000
2004-11-01,135000
2004-12-01,135000
2005-01-01,135000
2005-02-01,133000
2005-03-01,130000
2005-04-01,130000
2005-05-01,130000
2005-06-01,140000
2005-07-01,145000
2005-08-01,145000
2005-09-01,146000
2005-10-01,143000
2005-11-01,143000
2005-12-01,144500
2006-01-01,150000
2006-02-01,150000
2006-03-01,150000
2006-04-01,150000
2006-05-01,155000
2006-06-01,158500
2006-07-01,158000
2006-08-01,160000
2006-09-01,157500
2006-10-01,157750
2006-11-01,157000
2006-12-01,157500
2007-01-01,150500
2007-02-01,155000
2007-03-01,155000
2007-04-01,161000
2007-05-01,162000
2007-06-01,157000
2007-07-01,165500
2007-08-01,165500
2007-09-01,176250
2007-10-01,173500
2007-11-01,175000
2007-12-01,160000
2008-01-01,147500
2008-02-01,140000
2008-03-01,151250
2008-04-01,148250
2008-05-01,146250
2008-06-01,142500
2008-07-01,130000
2008-08-01,177500
2008-09-01,162500
2008-10-01,160000
2008-11-01,115000
2008-12-01,122500
2009-01-01,98750
2009-02-01,93000
2009-03-01,93000
2009-04-01,82500
2009-05-01,54750
2009-06-01,44000
2009-07-01,45500
2009-08-01,96000
2009-09-01,101000
2009-10-01,83000
2009-11-01,86250
2009-12-01,115000
2010-01-01,152500
2010-02-01,115000
2010-03-01,99500
2010-04-01,45000
2010-05-01,105000
2010-06-01,122500
2010-07-01,141000
2010-08-01,112000
2010-09-01,107000
2010-10-01,105000
2010-11-01,123000
2010-12-01,130500
2011-01-01,105000
2011-02-01,75000
2011-03-01,60000
2011-04-01,55000
2011-05-01,50000
2011-06-01,50000
2011-07-01,40000
2011-08-01,63000
2011-09-01,79000
2011-10-01,113500
2011-11-01,113500
2011-12-01,60000
2012-01-01,73000
2012-02-01,60500
2012-03-01,56750
2012-04-01,60500
2012-05-01,94000
2012-06-01,105000
2012-07-01,105000
2012-08-01,110000
2012-09-01,82000
2012-10-01,75000
2012-11-01,68000
2012-12-01,80000
2013-01-01,113500
2013-02-01,140250
2013-03-01,115000
2013-04-01,110000
2013-05-01,106500
2013-06-01,66000
2013-07-01,55000
2013-08-01,51649
2013-09-01,79000
2013-10-01,122000
2013-11-01,120000
2013-12-01,115000
2014-01-01,107500
2014-02-01,107500
2014-03-01,80500
2014-04-01,63500
2014-05-01,68450
2014-06-01,92500
2014-07-01,115000
2014-08-01,117000
2014-09-01,115000
2014-10-01,127500
2014-11-01,135000
2014-12-01,127500
2015-01-01,129000
2015-02-01,119000
2015-03-01,109000
2015-04-01,119000
2015-05-01,124750
2015-06-01,123000
2015-07-01,78250
2015-08-01,129000
2015-09-01,137000
2015-10-01,137500
2015-11-01,118000
2015-12-01,125000
2016-01-01,99000
2016-02-01,139500
2016-03-01,100000
2016-04-01,135000
2016-05-01,105000
2016-06-01,147500
2016-07-01,139000
2016-08-01,139000
2016-09-01,136000
2016-10-01,124000
2016-11-01,144000
2016-12-01,146000
2017-01-01,150000
