date,value
2000-01-01,212500
2000-02-01,205500
2000-03-01,194250
2000-04-01,187750
2000-05-01,201500
2000-06-01,215000
2000-07-01,244000
2000-08-01,250000
2000-09-01,236500
2000-10-01,232250
2000-11-01,236000
2000-12-01,249000
2001-01-01,333750
2001-02-01,252500
2001-03-01,271750
2001-04-01,231500
2001-05-01,266000
2001-06-01,267000
2001-07-01,258000
2001-08-01,257500
2001-09-01,232500
2001-10-01,247000
2001-11-01,243000
2001-12-01,245000
2002-01-01,227000
2002-02-01,201000
2002-03-01,239000
2002-04-01,259000
2002-05-01,285000
2002-06-01,303500
2002-07-01,271000
2002-08-01,292500
2002-09-01,280000
2002-10-01,276000
2002-11-01,255000
2002-12-01,246000
2003-01-01,260000
2003-02-01,295000
2003-03-01,380500
2003-04-01,325000
2003-05-01,315250
2003-06-01,283250
2003-07-01,300000
2003-08-01,285000
2003-09-01,292000
2003-10-01,297500
2003-11-01,314250
2003-12-01,309250
2004-01-01,305000
2004-02-01,292250
2004-03-01,315000
2004-04-01,323500
2004-05-01,377500
2004-06-01,320000
2004-07-01,298000
2004-08-01,295500
2004-09-01,306250
2004-10-01,329500
2004-11-01,318500
2004-12-01,310500
2005-01-01,300000
2005-02-01,297000
2005-03-01,296500
2005-04-01,284250
2005-05-01,330000
2005-06-01,325000
2005-07-01,331500
2005-08-01,333000
2005-09-01,335000
2005-10-01,334000
2005-11-01,340500
2005-12-01,342500
2006-01-01,340000
2006-02-01,339750
2006-03-01,360000
2006-04-01,360000
2006-05-01,350000
2006-06-01,347000
2006-07-01,360500
2006-08-01,355500
2006-09-01,350000
2006-10-01,333000
2006-11-01,341500
2006-12-01,350000
2007-01-01,352500
2007-02-01,391500
2007-03-01,365500
2007-04-01,325000
2007-05-01,304500
2007-06-01,299500
2007-07-01,312000
2007-08-01,347000
2007-09-01,348000
2007-10-01,345000
2007-11-01,353000
2007-12-01,340000
2008-01-01,388500
2008-02-01,382750
2008-03-01,425250
2008-04-01,440000
2008-05-01,444000
2008-06-01,421500
2008-07-01,349000
2008-08-01,348250
2008-09-01,405500
2008-10-01,418250
2008-11-01,405500
2008-12-01,387250
2009-01-01,363750
2009-02-01,352500
2009-03-01,467500
2009-04-01,525000
2009-05-01,302500
2009-06-01,302500
2009-07-01,361250
2009-08-01,369250
2009-09-01,337000
2009-10-01,305500
2009-11-01,306750
2009-12-01,360000
2010-01-01,373500
2010-02-01,342500
2010-03-01,307500
2010-04-01,284500
2010-05-01,230000
2010-06-01,310000
2010-07-01,307500
2010-08-01,315500
2010-09-01,334500
2010-10-01,380000
2010-11-01,405000
2010-12-01,330000
2011-01-01,435000
2011-02-01,287500
2011-03-01,195000
2011-04-01,171000
2011-05-01,200000
2011-06-01,219000
2011-07-01,337500
2011-08-01,333750
2011-09-01,322500
2011-10-01,315000
2011-11-01,327000
2011-12-01,362500
2012-01-01,332500
2012-02-01,264000
2012-03-01,195000
2012-04-01,200000
2012-05-01,205000
2012-06-01,260000
2012-07-01,260000
2012-08-01,260000
2012-09-01,260000
2012-10-01,271000
2012-11-01,256000
2012-12-01,190000
2013-01-01,190000
2013-02-01,165000
2013-03-01,199000
2013-04-01,212000
2013-05-01,246250
2013-06-01,281000
2013-07-01,292500
2013-08-01,292500
2013-09-01,306250
2013-10-01,270000
2013-11-01,260500
2013-12-01,265000
2014-01-01,280000
2014-02-01,282500
2014-03-01,285000
2014-04-01,311000
2014-05-01,309500
2014-06-01,304000
2014-07-01,270000
2014-08-01,344500
2014-09-01,338500
2014-10-01,315000
2014-11-01,315000
2014-12-01,320000
2015-01-01,302500
2015-02-01,290000
2015-03-01,295000
2015-04-01,297500
2015-05-01,316500
2015-06-01,285000
2015-07-01,275750
2015-08-01,286250
2015-09-01,300000
2015-10-01,305000
2015-11-01,303500
2015-12-01,285000
2016-01-01,300000
2016-02-01,292500
2016-03-01,325000
2016-04-01,334500
2016-05-01,316000
2016-06-01,324500
2016-07-01,324750
2016-08-01,335000
2016-09-01,318000
2016-10-01,300000
2016-11-01,305000
2016-12-01,298750
2017-01-01,311500
