date,value
2000-01-01,289000
2000-02-01,299500
2000-03-01,369000
2000-04-01,370000
2000-05-01,388000
2000-06-01,395000
2000-07-01,388000
2000-08-01,359250
2000-09-01,330000
2000-10-01,317500
2000-11-01,332500
2000-12-01,350000
2001-01-01,380500
2001-02-01,466500
2001-03-01,429000
2001-04-01,396000
2001-05-01,374500
2001-06-01,540000
2001-07-01,501000
2001-08-01,440000
2001-09-01,440000
2001-10-01,414500
2001-11-01,345000
2001-12-01,359000
2002-01-01,365750
2002-02-01,360000
2002-03-01,315500
2002-04-01,333000
2002-05-01,353500
2002-06-01,366000
2002-07-01,366000
2002-08-01,320500
2002-09-01,330000
2002-10-01,333000
2002-11-01,377500
2002-12-01,414000
2003-01-01,408000
2003-02-01,392000
2003-03-01,367500
2003-04-01,395000
2003-05-01,401500
2003-06-01,413500
2003-07-01,420000
2003-08-01,456000
2003-09-01,426000
2003-10-01,472500
2003-11-01,410000
2003-12-01,406000
2004-01-01,447500
2004-02-01,512500
2004-03-01,499000
2004-04-01,485000
2004-05-01,414750
2004-06-01,400000
2004-07-01,392500
2004-08-01,371250
2004-09-01,425000
2004-10-01,456250
2004-11-01,477500
2004-12-01,475000
2005-01-01,460000
2005-02-01,435000
2005-03-01,445000
2005-04-01,452500
2005-05-01,474000
2005-06-01,492000
2005-07-01,510000
2005-08-01,505000
2005-09-01,538000
2005-10-01,539000
2005-11-01,446750
2005-12-01,311750
2006-01-01,333500
2006-02-01,414500
2006-03-01,501000
2006-04-01,560000
2006-05-01,485000
2006-06-01,527500
2006-07-01,526250
2006-08-01,533750
2006-09-01,472000
2006-10-01,489000
2006-11-01,440000
2006-12-01,432000
2007-01-01,450000
2007-02-01,375000
2007-03-01,375000
2007-04-01,330000
2007-05-01,365000
2007-06-01,386000
2007-07-01,377250
2007-08-01,391000
2007-09-01,479500
2007-10-01,435000
2007-11-01,575000
2007-12-01,555000
2008-01-01,576000
2008-02-01,533750
2008-03-01,604500
2008-04-01,483750
2008-05-01,413750
2008-06-01,370000
2008-07-01,337500
2008-08-01,327000
2008-09-01,321250
2008-10-01,327000
2008-11-01,523000
2008-12-01,718000
2009-01-01,457500
2009-02-01,330500
2009-03-01,359000
2009-04-01,522500
2009-05-01,403500
2009-06-01,420000
2009-07-01,471250
2009-08-01,578500
2009-09-01,464250
2009-10-01,450000
2009-11-01,367000
2009-12-01,374000
2010-01-01,377000
2010-02-01,485000
2010-03-01,443750
2010-04-01,402500
2010-05-01,365000
2010-06-01,349000
2010-07-01,377500
2010-08-01,395000
2010-09-01,410000
2010-10-01,418000
2010-11-01,415000
2010-12-01,410000
2011-01-01,575000
2011-02-01,568750
2011-03-01,571250
2011-04-01,455000
2011-05-01,446000
2011-06-01,361500
2011-07-01,420000
2011-08-01,443750
2011-09-01,574750
2011-10-01,625000
2011-11-01,640000
2011-12-01,757500
2012-01-01,392500
2012-02-01,362000
2012-03-01,533500
2012-04-01,364500
2012-05-01,400000
2012-06-01,500000
2012-07-01,532500
2012-08-01,617500
2012-09-01,667750
2012-10-01,637500
2012-11-01,475000
2012-12-01,285000
2013-01-01,430250
2013-02-01,465000
2013-03-01,371500
2013-04-01,476500
2013-05-01,355750
2013-06-01,493500
2013-07-01,527000
2013-08-01,595000
2013-09-01,625000
2013-10-01,687500
2013-11-01,676000
2013-12-01,622500
2014-01-01,390000
2014-02-01,382500
2014-03-01,390500
2014-04-01,440000
2014-05-01,420000
2014-06-01,515000
2014-07-01,517500
2014-08-01,602000
2014-09-01,562500
2014-10-01,521500
2014-11-01,495000
2014-12-01,495000
2015-01-01,470000
2015-02-01,381750
2015-03-01,360000
2015-04-01,485000
2015-05-01,492500
2015-06-01,628000
2015-07-01,560000
2015-08-01,560000
2015-09-01,550000
2015-10-01,517500
2015-11-01,477500
2015-12-01,565500
2016-01-01,645000
2016-02-01,686250
2016-03-01,490500
2016-04-01,499000
2016-05-01,502500
2016-06-01,502500
2016-07-01,502500
2016-08-01,585500
2016-09-01,483500
2016-10-01,542500
2016-11-01,542500
2016-12-01,585000
2017-01-01,548000
