date,value
2000-01-01,91500
2000-02-01,94000
2000-03-01,91000
2000-04-01,91000
2000-05-01,88000
2000-06-01,88500
2000-07-01,85000
2000-08-01,90000
2000-09-01,86000
2000-10-01,87000
2000-11-01,89250
2000-12-01,99500
2001-01-01,95000
2001-02-01,93000
2001-03-01,91250
2001-04-01,95000
2001-05-01,91750
2001-06-01,97000
2001-07-01,99500
2001-08-01,98000
2001-09-01,99500
2001-10-01,94000
2001-11-01,102000
2001-12-01,98500
2002-01-01,99000
2002-02-01,100750
2002-03-01,109000
2002-04-01,109000
2002-05-01,100000
2002-06-01,100000
2002-07-01,96000
2002-08-01,103000
2002-09-01,103000
2002-10-01,109000
2002-11-01,106000
2002-12-01,107000
2003-01-01,105500
2003-02-01,108750
2003-03-01,105000
2003-04-01,105000
2003-05-01,105000
2003-06-01,105000
2003-07-01,105500
2003-08-01,106000
2003-09-01,115000
2003-10-01,112000
2003-11-01,115000
2003-12-01,115000
2004-01-01,115500
2004-02-01,115000
2004-03-01,118000
2004-04-01,125000
2004-05-01,129500
2004-06-01,129000
2004-07-01,125000
2004-08-01,123750
2004-09-01,125000
2004-10-01,133500
2004-11-01,135000
2004-12-01,135000
2005-01-01,128000
2005-02-01,130000
2005-03-01,133500
2005-04-01,135000
2005-05-01,135000
2005-06-01,136500
2005-07-01,136000
2005-08-01,140000
2005-09-01,140000
2005-10-01,147500
2005-11-01,149000
2005-12-01,155000
2006-01-01,156000
2006-02-01,155000
2006-03-01,150000
2006-04-01,150000
2006-05-01,150000
2006-06-01,156500
2006-07-01,150000
2006-08-01,148000
2006-09-01,151250
2006-10-01,156500
2006-11-01,160000
2006-12-01,157000
2007-01-01,153500
2007-02-01,146000
2007-03-01,145000
2007-04-01,151000
2007-05-01,155000
2007-06-01,158000
2007-07-01,155000
2007-08-01,153750
2007-09-01,155000
2007-10-01,150000
2007-11-01,156000
2007-12-01,150000
2008-01-01,155000
2008-02-01,162500
2008-03-01,169000
2008-04-01,170000
2008-05-01,140750
2008-06-01,120500
2008-07-01,117000
2008-08-01,132000
2008-09-01,140000
2008-10-01,135000
2008-11-01,137900
2008-12-01,122000
2009-01-01,122000
2009-02-01,123000
2009-03-01,120000
2009-04-01,114500
2009-05-01,102250
2009-06-01,101000
2009-07-01,95000
2009-08-01,106000
2009-09-01,120000
2009-10-01,121250
2009-11-01,130750
2009-12-01,118750
2010-01-01,119500
2010-02-01,125000
2010-03-01,140000
2010-04-01,155000
2010-05-01,136750
2010-06-01,137500
2010-07-01,149000
2010-08-01,150000
2010-09-01,131000
2010-10-01,130000
2010-11-01,130000
2010-12-01,130000
2011-01-01,135000
2011-02-01,125000
2011-03-01,119000
2011-04-01,100000
2011-05-01,100000
2011-06-01,106000
2011-07-01,141000
2011-08-01,143500
2011-09-01,127500
2011-10-01,126500
2011-11-01,143500
2011-12-01,146500
2012-01-01,141000
2012-02-01,135000
2012-03-01,92000
2012-04-01,83000
2012-05-01,99000
2012-06-01,140000
2012-07-01,143000
2012-08-01,119000
2012-09-01,84000
2012-10-01,98000
2012-11-01,99000
2012-12-01,58000
2013-01-01,56500
2013-02-01,58000
2013-03-01,86000
2013-04-01,53500
2013-05-01,105000
2013-06-01,113500
2013-07-01,128000
2013-08-01,126500
2013-09-01,129000
2013-10-01,117000
2013-11-01,112500
2013-12-01,79750
2014-01-01,77500
2014-02-01,67500
2014-03-01,58000
2014-04-01,60000
2014-05-01,115000
2014-06-01,133500
2014-07-01,119500
2014-08-01,120250
2014-09-01,111250
2014-10-01,144250
2014-11-01,146500
2014-12-01,157000
2015-01-01,157000
2015-02-01,140000
2015-03-01,115000
2015-04-01,150000
2015-05-01,150000
2015-06-01,144000
2015-07-01,121000
2015-08-01,132000
2015-09-01,132000
2015-10-01,130000
2015-11-01,139500
2015-12-01,146500
2016-01-01,137500
2016-02-01,127500
2016-03-01,128000
2016-04-01,126000
2016-05-01,145000
2016-06-01,152500
2016-07-01,140000
2016-08-01,149000
2016-09-01,151000
2016-10-01,149000
2016-11-01,140000
2016-12-01,136000
2017-01-01,146250
2017-02-01,150000
