,date,value,community
997,2014-04-01,137500,44
998,2014-05-01,123000,44
999,2014-06-01,121750,44
1000,2014-07-01,120000,44
1001,2014-08-01,150000,44
1002,2014-09-01,118500,44
1003,2014-10-01,117000,44
1004,2014-11-01,115000,44
1005,2014-12-01,116750,44
1006,2015-01-01,129000,44
1007,2015-02-01,124000,44
1008,2015-03-01,125000,44
1009,2015-04-01,125000,44
1010,2015-05-01,132000,44
1011,2015-06-01,123500,44
1012,2015-07-01,140000,44
1013,2015-08-01,142500,44
1014,2015-09-01,130000,44
1015,2015-10-01,100000,44
1016,2015-11-01,109000,44
1017,2015-12-01,115000,44
1018,2016-01-01,115000,44
1019,2016-02-01,101500,44
1020,2016-03-01,105500,44
1021,2016-04-01,106000,44
1022,2016-05-01,133250,44
1023,2016-06-01,133250,44
1024,2016-07-01,151500,44
1025,2016-08-01,125000,44
1026,2016-09-01,124000,44
1027,2016-10-01,150000,44
1028,2016-11-01,160000,44
1029,2016-12-01,155000,44
1030,2017-01-01,168000,44
1031,2012-01-01,52500,66
1032,2012-02-01,50000,66
1033,2012-03-01,50000,66
1034,2012-04-01,54500,66
1035,2012-05-01,51000,66
1036,2012-06-01,51500,66
1037,2012-07-01,51500,66
1038,2012-08-01,52000,66
1039,2012-09-01,58000,66
1040,2012-10-01,64500,66
1041,2012-11-01,53500,66
1042,2012-12-01,53500,66
1043,2013-01-01,50000,66
1044,2013-02-01,57000,66
1045,2013-03-01,62000,66
1046,2013-04-01,62000,66
1047,2013-05-01,59500,66
1048,2013-06-01,59000,66
1049,2013-07-01,62000,66
1050,2013-08-01,60000,66
1051,2013-09-01,64000,66
1052,2013-10-01,62250,66
1053,2013-11-01,67000,66
1054,2013-12-01,67000,66
1055,2014-01-01,70000,66
1056,2014-02-01,65000,66
1057,2014-03-01,66500,66
1058,2014-04-01,61000,66
1059,2014-05-01,61500,66
1060,2014-06-01,70000,66
1061,2014-07-01,71500,66
1062,2014-08-01,75000,66
1063,2014-09-01,73000,66
1064,2014-10-01,80000,66
1065,2014-11-01,80000,66
1066,2014-12-01,82500,66
1067,2015-01-01,95000,66
1068,2015-02-01,85000,66
1069,2015-03-01,80000,66
1070,2015-04-01,75000,66
1071,2015-05-01,75000,66
1072,2015-06-01,71500,66
1073,2015-07-01,75000,66
1074,2015-08-01,82500,66
1075,2015-09-01,89000,66
1076,2015-10-01,95000,66
1077,2015-11-01,95000,66
1078,2015-12-01,104000,66
1079,2016-01-01,105500,66
1080,2016-02-01,114000,66
1081,2016-03-01,120000,66
1082,2016-04-01,118000,66
1083,2016-05-01,130000,66
1084,2016-06-01,105250,66
1085,2016-07-01,110250,66
1086,2016-08-01,119500,66
1087,2016-09-01,124000,66
1088,2016-10-01,128000,66
1089,2016-11-01,122000,66
1090,2016-12-01,105000,66
1091,2017-01-01,104500,66
1092,2012-01-01,101250,64
1093,2012-02-01,115000,64
1094,2012-03-01,126500,64
1095,2012-04-01,120500,64
1096,2012-05-01,110500,64
1097,2012-06-01,110000,64
1098,2012-07-01,105000,64
1099,2012-08-01,122500,64
1100,2012-09-01,125000,64
1101,2012-10-01,127000,64
1102,2012-11-01,120000,64
1103,2012-12-01,120000,64
1104,2013-01-01,117500,64
1105,2013-02-01,125500,64
1106,2013-03-01,121000,64
1107,2013-04-01,125000,64
1108,2013-05-01,128750,64
1109,2013-06-01,140000,64
1110,2013-07-01,135000,64
1111,2013-08-01,130000,64
1112,2013-09-01,141500,64
1113,2013-10-01,147000,64
1114,2013-11-01,141000,64
1115,2013-12-01,140000,64
1116,2014-01-01,140000,64
1117,2014-02-01,135750,64
1118,2014-03-01,130000,64
1119,2014-04-01,150000,64
1120,2014-05-01,150000,64
1121,2014-06-01,157000,64
1122,2014-07-01,157000,64
1123,2014-08-01,176750,64
1124,2014-09-01,175250,64
1125,2014-10-01,163000,64
1126,2014-11-01,152000,64
1127,2014-12-01,142500,64
1128,2015-01-01,142500,64
1129,2015-02-01,151500,64
1130,2015-03-01,145000,64
1131,2015-04-01,140000,64
1132,2015-05-01,146000,64
1133,2015-06-01,176000,64
1134,2015-07-01,180000,64
1135,2015-08-01,176000,64
1136,2015-09-01,180000,64
1137,2015-10-01,166000,64
1138,2015-11-01,175500,64
1139,2015-12-01,171000,64
1140,2016-01-01,185000,64
1141,2016-02-01,187000,64
1142,2016-03-01,185000,64
1143,2016-04-01,190000,64
1144,2016-05-01,175204,64
1145,2016-06-01,177500,64
1146,2016-07-01,197750,64
1147,2016-08-01,199500,64
1148,2016-09-01,199500,64
1149,2016-10-01,197000,64
1150,2016-11-01,192750,64
1151,2016-12-01,195000,64
1152,2017-01-01,192000,64
1153,2012-01-01,120000,19
1154,2012-02-01,125500,19
1155,2012-03-01,122000,19
1156,2012-04-01,125000,19
1157,2012-05-01,126250,19
1158,2012-06-01,121125,19
1159,2012-07-01,121125,19
1160,2012-08-01,140000,19
1161,2012-09-01,149000,19
1162,2012-10-01,146000,19
1163,2012-11-01,143000,19
1164,2012-12-01,146500,19
1165,2013-01-01,146500,19
1166,2013-02-01,140000,19
1167,2013-03-01,112500,19
1168,2013-04-01,118000,19
1169,2013-05-01,128500,19
1170,2013-06-01,138000,19
1171,2013-07-01,145000,19
1172,2013-08-01,145000,19
1173,2013-09-01,174000,19
1174,2013-10-01,139500,19
1175,2013-11-01,144500,19
1176,2013-12-01,155000,19
1177,2014-01-01,179000,19
1178,2014-02-01,159500,19
1179,2014-03-01,155500,19
1180,2014-04-01,155500,19
1181,2014-05-01,187000,19
1182,2014-06-01,190000,19
1183,2014-07-01,199000,19
1184,2014-08-01,190000,19
1185,2014-09-01,197500,19
1186,2014-10-01,200000,19
1187,2014-11-01,201000,19
1188,2014-12-01,197000,19
1189,2015-01-01,180000,19
1190,2015-02-01,194750,19
1191,2015-03-01,194500,19
1192,2015-04-01,185000,19
1193,2015-05-01,172500,19
1194,2015-06-01,192500,19
1195,2015-07-01,210000,19
1196,2015-08-01,195500,19
1197,2015-09-01,200000,19
1198,2015-10-01,211500,19
1199,2015-11-01,186500,19
1200,2015-12-01,172000,19
1201,2016-01-01,185750,19
1202,2016-02-01,205000,19
1203,2016-03-01,230000,19
1204,2016-04-01,245000,19
1205,2016-05-01,235000,19
1206,2016-06-01,226500,19
1207,2016-07-01,225000,19
1208,2016-08-01,218000,19
1209,2016-09-01,227500,19
1210,2016-10-01,229000,19
1211,2016-11-01,234000,19
1212,2016-12-01,233500,19
1213,2017-01-01,238000,19
1214,2012-01-01,530000,7
1215,2012-02-01,520000,7
1216,2012-03-01,450000,7
1217,2012-04-01,525000,7
1218,2012-05-01,559000,7
1219,2012-06-01,550000,7
1220,2012-07-01,470000,7
1221,2012-08-01,475000,7
1222,2012-09-01,477000,7
1223,2012-10-01,511500,7
1224,2012-11-01,499500,7
1225,2012-12-01,486000,7
1226,2013-01-01,454250,7
1227,2013-02-01,450000,7
1228,2013-03-01,442000,7
1229,2013-04-01,464250,7
1230,2013-05-01,490500,7
1231,2013-06-01,497500,7
1232,2013-07-01,520000,7
1233,2013-08-01,539500,7
1234,2013-09-01,553500,7
1235,2013-10-01,549000,7
1236,2013-11-01,563000,7
1237,2013-12-01,549000,7
1238,2014-01-01,566750,7
1239,2014-02-01,539000,7
1240,2014-03-01,575000,7
1241,2014-04-01,546000,7
1242,2014-05-01,560000,7
1243,2014-06-01,498500,7
1244,2014-07-01,522000,7
1245,2014-08-01,500000,7
1246,2014-09-01,532500,7
1247,2014-10-01,538750,7
1248,2014-11-01,569000,7
1249,2014-12-01,562000,7
1250,2015-01-01,584250,7
1251,2015-02-01,599000,7
1252,2015-03-01,599500,7
1253,2015-04-01,520500,7
1254,2015-05-01,519500,7
1255,2015-06-01,490000,7
1256,2015-07-01,490000,7
1257,2015-08-01,497500,7
1258,2015-09-01,530000,7
1259,2015-10-01,523250,7
1260,2015-11-01,547500,7
1261,2015-12-01,547500,7
1262,2016-01-01,587000,7
1263,2016-02-01,575500,7
1264,2016-03-01,576000,7
1265,2016-04-01,575500,7
1266,2016-05-01,525000,7
1267,2016-06-01,510000,7
1268,2016-07-01,530000,7
1269,2016-08-01,525000,7
1270,2016-09-01,555000,7
1271,2016-10-01,550000,7
1272,2016-11-01,573000,7
1273,2016-12-01,552250,7
1274,2017-01-01,566500,7
1275,2012-01-01,80000,35
1276,2012-02-01,160000,35
1277,2012-03-01,132500,35
1278,2012-04-01,48000,35
1279,2012-05-01,45250,35
1280,2012-06-01,115000,35
1281,2012-07-01,136500,35
1282,2012-08-01,112000,35
1283,2012-09-01,42250,35
1284,2012-10-01,34000,35
1285,2012-11-01,30000,35
1286,2012-12-01,33604,35
1287,2013-01-01,80000,35
1288,2013-02-01,56100,35
1289,2013-03-01,75000,35
1290,2013-04-01,56100,35
1291,2013-05-01,89000,35
1292,2013-06-01,102500,35
1293,2013-07-01,84000,35
1294,2013-08-01,72500,35
1295,2013-09-01,77000,35
1296,2013-10-01,82000,35
1297,2013-11-01,85000,35
1298,2013-12-01,82250,35
1299,2014-01-01,85000,35
1300,2014-02-01,65000,35
1301,2014-03-01,55500,35
1302,2014-04-01,58500,35
1303,2014-05-01,86250,35
1304,2014-06-01,111500,35
1305,2014-07-01,73500,35
1306,2014-08-01,60000,35
1307,2014-09-01,70000,35
1308,2014-10-01,125000,35
1309,2014-11-01,94000,35
1310,2014-12-01,94000,35
1311,2015-01-01,108000,35
1312,2015-02-01,116500,35
1313,2015-03-01,75000,35
1314,2015-04-01,75000,35
1315,2015-05-01,85750,35
1316,2015-06-01,132500,35
1317,2015-07-01,112000,35
1318,2015-08-01,145000,35
1319,2015-09-01,109500,35
1320,2015-10-01,110100,35
1321,2015-11-01,109000,35
1322,2015-12-01,127500,35
1323,2016-01-01,136000,35
1324,2016-02-01,128000,35
1325,2016-03-01,128750,35
1326,2016-04-01,103750,35
1327,2016-05-01,113000,35
1328,2016-06-01,111000,35
1329,2016-07-01,115000,35
1330,2016-08-01,189000,35
1331,2016-09-01,202500,35
1332,2016-10-01,191000,35
1333,2016-11-01,119500,35
1334,2016-12-01,114750,35
1335,2017-01-01,128500,35
1336,2012-01-01,150000,17
1337,2012-02-01,152500,17
1338,2012-03-01,151000,17
1339,2012-04-01,151750,17
1340,2012-05-01,150000,17
1341,2012-06-01,150500,17
1342,2012-07-01,150500,17
1343,2012-08-01,160000,17
1344,2012-09-01,155000,17
1345,2012-10-01,150500,17
1346,2012-11-01,150000,17
1347,2012-12-01,158000,17
1348,2013-01-01,162000,17
1349,2013-02-01,155000,17
1350,2013-03-01,155000,17
1351,2013-04-01,155000,17
1352,2013-05-01,160000,17
1353,2013-06-01,160000,17
1354,2013-07-01,165000,17
1355,2013-08-01,175000,17
1356,2013-09-01,180000,17
1357,2013-10-01,181250,17
1358,2013-11-01,185000,17
1359,2013-12-01,170000,17
1360,2014-01-01,165000,17
1361,2014-02-01,180000,17
1362,2014-03-01,181000,17
1363,2014-04-01,189500,17
1364,2014-05-01,180039,17
1365,2014-06-01,180269,17
1366,2014-07-01,200000,17
1367,2014-08-01,205000,17
1368,2014-09-01,208000,17
1369,2014-10-01,222000,17
1370,2014-11-01,220000,17
1371,2014-12-01,220500,17
1372,2015-01-01,221000,17
1373,2015-02-01,234500,17
1374,2015-03-01,225000,17
1375,2015-04-01,219000,17
1376,2015-05-01,207000,17
1377,2015-06-01,210000,17
1378,2015-07-01,220000,17
1379,2015-08-01,230000,17
1380,2015-09-01,232500,17
1381,2015-10-01,229000,17
1382,2015-11-01,223000,17
1383,2015-12-01,223000,17
1384,2016-01-01,225000,17
1385,2016-02-01,225000,17
1386,2016-03-01,225000,17
1387,2016-04-01,225000,17
1388,2016-05-01,227500,17
1389,2016-06-01,229000,17
1390,2016-07-01,230000,17
1391,2016-08-01,239000,17
1392,2016-09-01,245000,17
1393,2016-10-01,240000,17
1394,2016-11-01,240000,17
1395,2016-12-01,239500,17
1396,2017-01-01,243500,17
1397,2012-01-01,145000,27
1398,2012-02-01,82500,27
1399,2012-03-01,96000,27
1400,2012-04-01,70000,27
1401,2012-05-01,55000,27
1402,2012-06-01,41500,27
1403,2012-07-01,37500,27
1404,2012-08-01,39000,27
1405,2012-09-01,49000,27
1406,2012-10-01,49750,27
1407,2012-11-01,48000,27
1408,2012-12-01,50000,27
1409,2013-01-01,58000,27
1410,2013-02-01,75500,27
1411,2013-03-01,67000,27
1412,2013-04-01,55000,27
1413,2013-05-01,48000,27
1414,2013-06-01,46750,27
1415,2013-07-01,60000,27
1416,2013-08-01,60000,27
1417,2013-09-01,53000,27
1418,2013-10-01,53000,27
1419,2013-11-01,62500,27
1420,2013-12-01,104250,27
1421,2014-01-01,129000,27
1422,2014-02-01,115000,27
1423,2014-03-01,101500,27
1424,2014-04-01,39000,27
1425,2014-05-01,56000,27
1426,2014-06-01,58000,27
1427,2014-07-01,62250,27
1428,2014-08-01,60000,27
1429,2014-09-01,47750,27
1430,2014-10-01,51750,27
1431,2014-11-01,56250,27
1432,2014-12-01,65000,27
1433,2015-01-01,65000,27
1434,2015-02-01,85000,27
1435,2015-03-01,67000,27
1436,2015-04-01,67000,27
1437,2015-05-01,86000,27
1438,2015-06-01,138750,27
1439,2015-07-01,111750,27
1440,2015-08-01,90000,27
1441,2015-09-01,90000,27
1442,2015-10-01,90000,27
1443,2015-11-01,154000,27
1444,2015-12-01,101000,27
1445,2016-01-01,93500,27
1446,2016-02-01,103500,27
1447,2016-03-01,116000,27
1448,2016-04-01,123000,27
1449,2016-05-01,148500,27
1450,2016-06-01,175000,27
1451,2016-07-01,142000,27
1452,2016-08-01,140000,27
1453,2016-09-01,106500,27
1454,2016-10-01,112500,27
1455,2016-11-01,112500,27
1456,2016-12-01,152500,27
1457,2017-01-01,157000,27
1458,2012-01-01,65000,52
1459,2012-02-01,68500,52
1460,2012-03-01,68750,52
1461,2012-04-01,68750,52
1462,2012-05-01,65000,52
1463,2012-06-01,60000,52
1464,2012-07-01,57750,52
1465,2012-08-01,55500,52
1466,2012-09-01,55500,52
1467,2012-10-01,75000,52
1468,2012-11-01,72500,52
1469,2012-12-01,92500,52
1470,2013-01-01,60000,52
1471,2013-02-01,66500,52
1472,2013-03-01,77500,52
1473,2013-04-01,88500,52
1474,2013-05-01,84000,52
1475,2013-06-01,89000,52
1476,2013-07-01,73500,52
1477,2013-08-01,88000,52
1478,2013-09-01,82500,52
1479,2013-10-01,86750,52
1480,2013-11-01,64000,52
1481,2013-12-01,54649,52
1482,2014-01-01,65000,52
1483,2014-02-01,71000,52
1484,2014-03-01,72500,52
1485,2014-04-01,75000,52
1486,2014-05-01,82000,52
1487,2014-06-01,82000,52
1488,2014-07-01,72500,52
1489,2014-08-01,74500,52
1490,2014-09-01,90500,52
1491,2014-10-01,99000,52
1492,2014-11-01,95000,52
1493,2014-12-01,83000,52
1494,2015-01-01,83250,52
1495,2015-02-01,79250,52
1496,2015-03-01,82500,52
1497,2015-04-01,65000,52
1498,2015-05-01,62750,52
1499,2015-06-01,78000,52
1500,2015-07-01,81500,52
1501,2015-08-01,81500,52
1502,2015-09-01,95000,52
1503,2015-10-01,83000,52
1504,2015-11-01,98000,52
1505,2015-12-01,99000,52
1506,2016-01-01,99000,52
1507,2016-02-01,93000,52
1508,2016-03-01,80000,52
1509,2016-04-01,85000,52
1510,2016-05-01,85000,52
1511,2016-06-01,100000,52
1512,2016-07-01,89000,52
1513,2016-08-01,100000,52
1514,2016-09-01,105000,52
1515,2016-10-01,101500,52
1516,2016-11-01,100000,52
1517,2016-12-01,82500,52
1518,2017-01-01,93750,52
1519,2012-01-01,195250,77
1520,2012-02-01,165000,77
1521,2012-03-01,137500,77
1522,2012-04-01,99500,77
1523,2012-05-01,100000,77
1524,2012-06-01,88550,77
1525,2012-07-01,119500,77
1526,2012-08-01,117250,77
1527,2012-09-01,141250,77
1528,2012-10-01,135000,77
1529,2012-11-01,142500,77
1530,2012-12-01,135000,77
1531,2013-01-01,140750,77
1532,2013-02-01,129250,77
1533,2013-03-01,127000,77
1534,2013-04-01,107750,77
1535,2013-05-01,140250,77
1536,2013-06-01,147500,77
1537,2013-07-01,155000,77
1538,2013-08-01,170000,77
1539,2013-09-01,171500,77
1540,2013-10-01,180000,77
1541,2013-11-01,175000,77
1542,2013-12-01,169000,77
1543,2014-01-01,170000,77
1544,2014-02-01,167000,77
1545,2014-03-01,172000,77
1546,2014-04-01,160000,77
1547,2014-05-01,163000,77
1548,2014-06-01,160000,77
1549,2014-07-01,166750,77
1550,2014-08-01,165750,77
1551,2014-09-01,177500,77
1552,2014-10-01,220000,77
1553,2014-11-01,213000,77
1554,2014-12-01,216000,77
1555,2015-01-01,202000,77
1556,2015-02-01,205000,77
1557,2015-03-01,163000,77
1558,2015-04-01,165000,77
1559,2015-05-01,170000,77
1560,2015-06-01,200000,77
1561,2015-07-01,205000,77
1562,2015-08-01,204000,77
1563,2015-09-01,202000,77
1564,2015-10-01,209000,77
1565,2015-11-01,219000,77
1566,2015-12-01,210000,77
1567,2016-01-01,187500,77
1568,2016-02-01,185250,77
1569,2016-03-01,177750,77
1570,2016-04-01,187500,77
1571,2016-05-01,181000,77
1572,2016-06-01,185000,77
1573,2016-07-01,195000,77
1574,2016-08-01,200500,77
1575,2016-09-01,195500,77
1576,2016-10-01,186500,77
1577,2016-11-01,200000,77
1578,2016-12-01,223000,77
1579,2017-01-01,224750,77
1580,2012-01-01,220000,9
1581,2012-02-01,220000,9
1582,2012-03-01,215000,9
1583,2012-04-01,239000,9
1584,2012-05-01,210000,9
1585,2012-06-01,212000,9
1586,2012-07-01,225000,9
1587,2012-08-01,235000,9
1588,2012-09-01,230000,9
1589,2012-10-01,254750,9
1590,2012-11-01,227000,9
1591,2012-12-01,235000,9
1592,2013-01-01,160000,9
1593,2013-02-01,235000,9
1594,2013-03-01,262500,9
1595,2013-04-01,280000,9
1596,2013-05-01,285000,9
1597,2013-06-01,290000,9
1598,2013-07-01,254000,9
1599,2013-08-01,377750,9
1600,2013-09-01,354000,9
1601,2013-10-01,365250,9
1602,2013-11-01,290000,9
1603,2013-12-01,269000,9
1604,2014-01-01,245000,9
1605,2014-02-01,255000,9
1606,2014-03-01,250000,9
1607,2014-04-01,270000,9
1608,2014-05-01,297500,9
1609,2014-06-01,320000,9
1610,2014-07-01,319000,9
1611,2014-08-01,310000,9
1612,2014-09-01,310000,9
1613,2014-10-01,304000,9
1614,2014-11-01,310000,9
1615,2014-12-01,300000,9
1616,2015-01-01,299000,9
1617,2015-02-01,289250,9
1618,2015-03-01,280000,9
1619,2015-04-01,274000,9
1620,2015-05-01,267000,9
1621,2015-06-01,297500,9
1622,2015-07-01,317000,9
1623,2015-08-01,326000,9
1624,2015-09-01,326000,9
1625,2015-10-01,325500,9
1626,2015-11-01,324000,9
1627,2015-12-01,314000,9
1628,2016-01-01,298000,9
1629,2016-02-01,258000,9
1630,2016-03-01,256250,9
1631,2016-04-01,252500,9
1632,2016-05-01,287500,9
1633,2016-06-01,284250,9
1634,2016-07-01,323250,9
1635,2016-08-01,322500,9
1636,2016-09-01,342000,9
1637,2016-10-01,300000,9
1638,2016-11-01,316500,9
1639,2016-12-01,320250,9
1640,2017-01-01,297500,9
1641,2012-01-01,23750,68
1642,2012-02-01,24500,68
1643,2012-03-01,57500,68
1644,2012-04-01,57500,68
1645,2012-05-01,89000,68
1646,2012-06-01,32750,68
1647,2012-07-01,43000,68
1648,2012-09-01,22500,68
1649,2012-10-01,45000,68
1650,2012-11-01,45000,68
1651,2012-12-01,45000,68
1652,2013-01-01,43000,68
1653,2013-02-01,47000,68
1654,2013-03-01,51000,68
1655,2013-04-01,35500,68
1656,2013-05-01,35250,68
1657,2013-06-01,35250,68
1658,2013-07-01,45500,68
1659,2013-08-01,40000,68
1660,2013-09-01,40000,68
1661,2013-11-01,95000,68
1662,2013-12-01,95000,68
1663,2014-01-01,95000,68
1664,2014-02-01,24000,68
1665,2014-03-01,24750,68
1666,2014-04-01,24750,68
1667,2014-05-01,25500,68
1668,2014-06-01,85000,68
1669,2014-07-01,78500,68
1670,2014-08-01,72000,68
1671,2014-09-01,72000,68
1672,2014-10-01,42000,68
1673,2014-11-01,96000,68
1674,2014-12-01,42000,68
1675,2015-01-01,41000,68
1676,2015-02-01,41000,68
1677,2015-03-01,30500,68
1678,2015-04-01,20000,68
1679,2015-05-01,20000,68
1680,2015-06-01,40000,68
1681,2015-07-01,43250,68
1682,2015-08-01,110750,68
1683,2015-09-01,87000,68
1684,2015-10-01,53500,68
1685,2015-11-01,53500,68
1686,2015-12-01,20000,68
1687,2016-01-01,45000,68
1688,2016-02-01,45000,68
1689,2016-03-01,92000,68
1690,2016-04-01,85500,68
1691,2016-05-01,85500,68
1692,2016-06-01,168000,68
1693,2016-07-01,40000,68
1694,2016-08-01,40000,68
1695,2016-09-01,35000,68
1696,2016-10-01,30000,68
1697,2016-11-01,30000,68
1698,2016-12-01,38000,68
1699,2017-01-01,44000,68
1700,2012-01-01,385000,12
1701,2012-02-01,344750,12
1702,2012-03-01,335000,12
1703,2012-04-01,335000,12
1704,2012-05-01,357500,12
1705,2012-06-01,355000,12
1706,2012-07-01,357500,12
1707,2012-08-01,427500,12
1708,2012-09-01,432500,12
1709,2012-10-01,446500,12
1710,2012-11-01,435000,12
1711,2012-12-01,470000,12
1712,2013-01-01,470000,12
1713,2013-02-01,470000,12
1714,2013-03-01,425000,12
1715,2013-04-01,425000,12
1716,2013-05-01,417000,12
1717,2013-06-01,420000,12
1718,2013-07-01,417000,12
1719,2013-08-01,416000,12
1720,2013-09-01,418000,12
1721,2013-10-01,460000,12
1722,2013-11-01,465000,12
1723,2013-12-01,459750,12
1724,2014-01-01,429500,12
1725,2014-02-01,445000,12
1726,2014-03-01,410000,12
1727,2014-04-01,392500,12
1728,2014-05-01,396250,12
1729,2014-06-01,435000,12
1730,2014-07-01,425000,12
1731,2014-08-01,425000,12
1732,2014-09-01,400000,12
1733,2014-10-01,417500,12
1734,2014-11-01,407000,12
1735,2014-12-01,416250,12
1736,2015-01-01,417000,12
1737,2015-02-01,415000,12
1738,2015-03-01,419000,12
1739,2015-04-01,446000,12
1740,2015-05-01,540000,12
1741,2015-06-01,507500,12
1742,2015-07-01,490000,12
1743,2015-08-01,485000,12
1744,2015-09-01,502500,12
1745,2015-10-01,486500,12
1746,2015-11-01,476500,12
1747,2015-12-01,420000,12
1748,2016-01-01,410000,12
1749,2016-02-01,410000,12
1750,2016-03-01,441000,12
1751,2016-04-01,426000,12
1752,2016-05-01,430000,12
1753,2016-06-01,385000,12
1754,2016-07-01,486000,12
1755,2016-08-01,530000,12
1756,2016-09-01,552500,12
1757,2016-10-01,552500,12
1758,2016-11-01,542500,12
1759,2016-12-01,468750,12
1760,2017-01-01,563750,12
1761,2012-02-01,280000,37
1762,2012-03-01,280000,37
1763,2012-04-01,280000,37
1764,2012-05-01,27000,37
1765,2012-06-01,27000,37
1766,2012-07-01,27000,37
1767,2013-02-01,30000,37
1768,2013-03-01,30000,37
1769,2013-04-01,30000,37
1770,2013-05-01,86250,37
1771,2013-06-01,37500,37
1772,2013-07-01,37500,37
1773,2013-08-01,23000,37
1774,2013-12-01,21000,37
1775,2014-01-01,21000,37
1776,2014-02-01,21000,37
1777,2014-03-01,108000,37
1778,2014-04-01,81000,37
1779,2014-05-01,81000,37
1780,2014-06-01,27000,37
1781,2014-07-01,45000,37
1782,2014-08-01,44500,37
1783,2014-09-01,44500,37
1784,2014-10-01,52000,37
1785,2014-11-01,60000,37
1786,2014-12-01,46000,37
1787,2015-01-01,33000,37
1788,2015-02-01,34000,37
1789,2015-03-01,35000,37
1790,2015-04-01,35000,37
1791,2015-05-01,42250,37
1792,2015-06-01,34500,37
1793,2015-09-01,124000,37
1794,2015-10-01,124000,37
1795,2015-11-01,124000,37
1796,2015-12-01,27500,37
1797,2016-01-01,27500,37
1798,2016-02-01,27500,37
1799,2016-03-01,135000,37
1800,2016-04-01,135000,37
1801,2016-05-01,135000,37
1802,2016-06-01,107500,37
1803,2016-07-01,107500,37
1804,2016-08-01,107500,37
1805,2016-09-01,76000,37
1806,2016-10-01,76000,37
1807,2016-11-01,76000,37
1808,2016-12-01,90000,37
1809,2017-01-01,65000,37
1810,2012-01-01,79000,63
1811,2012-02-01,71250,63
1812,2012-03-01,80000,63
1813,2012-04-01,73500,63
1814,2012-05-01,69000,63
1815,2012-06-01,63000,63
1816,2012-07-01,65750,63
1817,2012-08-01,66500,63
1818,2012-09-01,55000,63
1819,2012-10-01,57000,63
1820,2012-11-01,65000,63
1821,2012-12-01,66000,63
1822,2013-01-01,63000,63
1823,2013-02-01,60000,63
1824,2013-03-01,64000,63
1825,2013-04-01,65000,63
1826,2013-05-01,68000,63
1827,2013-06-01,67100,63
1828,2013-07-01,67550,63
1829,2013-08-01,72000,63
1830,2013-09-01,84500,63
1831,2013-10-01,87000,63
1832,2013-11-01,90000,63
1833,2013-12-01,82750,63
1834,2014-01-01,54250,63
1835,2014-02-01,78000,63
1836,2014-03-01,78000,63
1837,2014-04-01,84250,63
1838,2014-05-01,80000,63
1839,2014-06-01,75000,63
1840,2014-07-01,75000,63
1841,2014-08-01,90000,63
1842,2014-09-01,102500,63
1843,2014-10-01,124000,63
1844,2014-11-01,109000,63
1845,2014-12-01,118500,63
1846,2015-01-01,81500,63
1847,2015-02-01,97500,63
1848,2015-03-01,95000,63
1849,2015-04-01,98000,63
1850,2015-05-01,97750,63
1851,2015-06-01,119000,63
1852,2015-07-01,130000,63
1853,2015-08-01,130000,63
1854,2015-09-01,115250,63
1855,2015-10-01,114000,63
1856,2015-11-01,115000,63
1857,2015-12-01,125000,63
1858,2016-01-01,110000,63
1859,2016-02-01,127500,63
1860,2016-03-01,150000,63
1861,2016-04-01,151000,63
1862,2016-05-01,116102,63
1863,2016-06-01,83000,63
1864,2016-07-01,85500,63
1865,2016-08-01,96500,63
1866,2016-09-01,121000,63
1867,2016-10-01,115000,63
1868,2016-11-01,135000,63
1869,2016-12-01,150000,63
1870,2017-01-01,140000,63
1871,2012-01-01,162000,25
1872,2012-02-01,116500,25
1873,2012-03-01,120000,25
1874,2012-04-01,110000,25
1875,2012-05-01,126000,25
1876,2012-06-01,150000,25
1877,2012-07-01,175000,25
1878,2012-08-01,150000,25
1879,2012-09-01,110250,25
1880,2012-10-01,115000,25
1881,2012-11-01,128000,25
1882,2012-12-01,141000,25
1883,2013-01-01,134500,25
1884,2013-02-01,125000,25
1885,2013-03-01,125000,25
1886,2013-04-01,125000,25
1887,2013-05-01,115000,25
1888,2013-06-01,149000,25
1889,2013-07-01,130000,25
1890,2013-08-01,132500,25
1891,2013-09-01,122500,25
1892,2013-10-01,115000,25
1893,2013-11-01,133000,25
1894,2013-12-01,165000,25
1895,2014-01-01,174750,25
1896,2014-02-01,163250,25
1897,2014-03-01,125000,25
1898,2014-04-01,125000,25
1899,2014-05-01,187000,25
1900,2014-06-01,178500,25
1901,2014-07-01,257500,25
1902,2014-08-01,232000,25
1903,2014-09-01,231000,25
1904,2014-10-01,202500,25
1905,2014-11-01,223500,25
1906,2014-12-01,224000,25
1907,2015-01-01,239000,25
1908,2015-02-01,235500,25
1909,2015-03-01,200500,25
1910,2015-04-01,200500,25
1911,2015-05-01,248250,25
1912,2015-06-01,268000,25
1913,2015-07-01,225000,25
1914,2015-08-01,200750,25
1915,2015-09-01,214500,25
1916,2015-10-01,238500,25
1917,2015-11-01,245000,25
1918,2015-12-01,236000,25
1919,2016-01-01,212500,25
1920,2016-02-01,220000,25
1921,2016-03-01,177750,25
1922,2016-04-01,173250,25
1923,2016-05-01,173250,25
1924,2016-06-01,225000,25
1925,2016-07-01,263000,25
1926,2016-08-01,263000,25
1927,2016-09-01,262000,25
1928,2016-10-01,255000,25
1929,2016-11-01,250000,25
