date,value
2000-01-01,130000
2000-02-01,125000
2000-03-01,120000
2000-04-01,118500
2000-05-01,117750
2000-06-01,128250
2000-07-01,130000
2000-08-01,130000
2000-09-01,130000
2000-10-01,130500
2000-11-01,129000
2000-12-01,126000
2001-01-01,128000
2001-02-01,134500
2001-03-01,142500
2001-04-01,142000
2001-05-01,142000
2001-06-01,142500
2001-07-01,145000
2001-08-01,143750
2001-09-01,142750
2001-10-01,140000
2001-11-01,142500
2001-12-01,145000
2002-01-01,145000
2002-02-01,150000
2002-03-01,144500
2002-04-01,150000
2002-05-01,154500
2002-06-01,160000
2002-07-01,161750
2002-08-01,156500
2002-09-01,155000
2002-10-01,151250
2002-11-01,155000
2002-12-01,162500
2003-01-01,165500
2003-02-01,167750
2003-03-01,170000
2003-04-01,174500
2003-05-01,177000
2003-06-01,183000
2003-07-01,177000
2003-08-01,185000
2003-09-01,185000
2003-10-01,203500
2003-11-01,200000
2003-12-01,194750
2004-01-01,190650
2004-02-01,185000
2004-03-01,180000
2004-04-01,177000
2004-05-01,181000
2004-06-01,203000
2004-07-01,200000
2004-08-01,209000
2004-09-01,200000
2004-10-01,205000
2004-11-01,205000
2004-12-01,210000
2005-01-01,216000
2005-02-01,203500
2005-03-01,201000
2005-04-01,195000
2005-05-01,220250
2005-06-01,230000
2005-07-01,235000
2005-08-01,235000
2005-09-01,236500
2005-10-01,235000
2005-11-01,235000
2005-12-01,231000
2006-01-01,229000
2006-02-01,225000
2006-03-01,229000
2006-04-01,225000
2006-05-01,225000
2006-06-01,227000
2006-07-01,235000
2006-08-01,243000
2006-09-01,245000
2006-10-01,248500
2006-11-01,245000
2006-12-01,255000
2007-01-01,250000
2007-02-01,249000
2007-03-01,232500
2007-04-01,230000
2007-05-01,244500
2007-06-01,235000
2007-07-01,230000
2007-08-01,229000
2007-09-01,238250
2007-10-01,245000
2007-11-01,238500
2007-12-01,237250
2008-01-01,231000
2008-02-01,226500
2008-03-01,214750
2008-04-01,221000
2008-05-01,225000
2008-06-01,244000
2008-07-01,230000
2008-08-01,226500
2008-09-01,220000
2008-10-01,204250
2008-11-01,209000
2008-12-01,208000
2009-01-01,218750
2009-02-01,220000
2009-03-01,232000
2009-04-01,230000
2009-05-01,175000
2009-06-01,210000
2009-07-01,221000
2009-08-01,234500
2009-09-01,221000
2009-10-01,220000
2009-11-01,207500
2009-12-01,208750
2010-01-01,199500
2010-02-01,205000
2010-03-01,225000
2010-04-01,218000
2010-05-01,219000
2010-06-01,222500
2010-07-01,219250
2010-08-01,218500
2010-09-01,218500
2010-10-01,219000
2010-11-01,215000
2010-12-01,201000
2011-01-01,190000
2011-02-01,236000
2011-03-01,186000
2011-04-01,201750
2011-05-01,207500
2011-06-01,187000
2011-07-01,175000
2011-08-01,170500
2011-09-01,170500
2011-10-01,186250
2011-11-01,195000
2011-12-01,195000
2012-01-01,170000
2012-02-01,172500
2012-03-01,165000
2012-04-01,164000
2012-05-01,169500
2012-06-01,172000
2012-07-01,182500
2012-08-01,164500
2012-09-01,170750
2012-10-01,173750
2012-11-01,179500
2012-12-01,170500
2013-01-01,155000
2013-02-01,149000
2013-03-01,170750
2013-04-01,182499
2013-05-01,182250
2013-06-01,182250
2013-07-01,182000
2013-08-01,196500
2013-09-01,188000
2013-10-01,175000
2013-11-01,173000
2013-12-01,174000
2014-01-01,166250
2014-02-01,177500
2014-03-01,170000
2014-04-01,185500
2014-05-01,180000
2014-06-01,191500
2014-07-01,198500
2014-08-01,216000
2014-09-01,215000
2014-10-01,203750
2014-11-01,215000
2014-12-01,210500
2015-01-01,190000
2015-02-01,186000
2015-03-01,185000
2015-04-01,165000
2015-05-01,165000
2015-06-01,168000
2015-07-01,217250
2015-08-01,217250
2015-09-01,220000
2015-10-01,220000
2015-11-01,210000
2015-12-01,196000
2016-01-01,190000
2016-02-01,199750
2016-03-01,194750
2016-04-01,189000
2016-05-01,200000
2016-06-01,210500
2016-07-01,220750
2016-08-01,225000
2016-09-01,216500
2016-10-01,212000
2016-11-01,206500
2016-12-01,205500
2017-01-01,206000
