date,value
2000-01-01,127000
2000-02-01,130000
2000-03-01,124000
2000-04-01,125500
2000-05-01,124500
2000-06-01,128000
2000-07-01,125250
2000-08-01,124750
2000-09-01,138000
2000-10-01,135000
2000-11-01,131500
2000-12-01,132750
2001-01-01,142000
2001-02-01,145500
2001-03-01,136500
2001-04-01,133500
2001-05-01,132000
2001-06-01,134000
2001-07-01,141000
2001-08-01,145500
2001-09-01,151000
2001-10-01,150000
2001-11-01,147500
2001-12-01,145000
2002-01-01,145000
2002-02-01,150000
2002-03-01,155000
2002-04-01,155000
2002-05-01,150000
2002-06-01,157250
2002-07-01,160000
2002-08-01,161000
2002-09-01,162500
2002-10-01,164500
2002-11-01,166000
2002-12-01,170000
2003-01-01,174250
2003-02-01,177500
2003-03-01,186250
2003-04-01,185000
2003-05-01,200000
2003-06-01,190250
2003-07-01,193000
2003-08-01,190500
2003-09-01,193250
2003-10-01,193500
2003-11-01,198500
2003-12-01,198500
2004-01-01,200000
2004-02-01,200000
2004-03-01,200000
2004-04-01,190000
2004-05-01,190000
2004-06-01,193500
2004-07-01,197000
2004-08-01,196500
2004-09-01,190000
2004-10-01,193500
2004-11-01,203000
2004-12-01,207000
2005-01-01,210000
2005-02-01,210000
2005-03-01,215000
2005-04-01,207500
2005-05-01,206250
2005-06-01,218000
2005-07-01,220000
2005-08-01,222500
2005-09-01,225000
2005-10-01,234000
2005-11-01,240000
2005-12-01,242750
2006-01-01,235000
2006-02-01,242500
2006-03-01,240000
2006-04-01,249000
2006-05-01,238000
2006-06-01,246000
2006-07-01,248500
2006-08-01,254000
2006-09-01,270000
2006-10-01,260000
2006-11-01,257000
2006-12-01,250000
2007-01-01,242500
2007-02-01,235500
2007-03-01,242500
2007-04-01,240000
2007-05-01,248000
2007-06-01,248000
2007-07-01,248000
2007-08-01,250000
2007-09-01,247000
2007-10-01,247000
2007-11-01,232500
2007-12-01,221250
2008-01-01,200500
2008-02-01,220000
2008-03-01,220000
2008-04-01,210000
2008-05-01,205000
2008-06-01,213000
2008-07-01,225750
2008-08-01,218500
2008-09-01,215000
2008-10-01,214000
2008-11-01,212500
2008-12-01,205000
2009-01-01,205000
2009-02-01,205000
2009-03-01,200000
2009-04-01,194000
2009-05-01,190000
2009-06-01,181000
2009-07-01,181000
2009-08-01,180000
2009-09-01,189500
2009-10-01,180000
2009-11-01,183250
2009-12-01,191500
2010-01-01,188500
2010-02-01,173500
2010-03-01,170000
2010-04-01,170000
2010-05-01,172500
2010-06-01,175000
2010-07-01,180000
2010-08-01,170000
2010-09-01,170000
2010-10-01,145000
2010-11-01,170000
2010-12-01,170000
2011-01-01,170000
2011-02-01,150000
2011-03-01,147500
2011-04-01,125500
2011-05-01,123000
2011-06-01,130000
2011-07-01,137000
2011-08-01,147000
2011-09-01,155000
2011-10-01,160000
2011-11-01,160000
2011-12-01,125000
2012-01-01,101250
2012-02-01,115000
2012-03-01,126500
2012-04-01,120500
2012-05-01,110500
2012-06-01,110000
2012-07-01,105000
2012-08-01,122500
2012-09-01,125000
2012-10-01,127000
2012-11-01,120000
2012-12-01,120000
2013-01-01,117500
2013-02-01,125500
2013-03-01,121000
2013-04-01,125000
2013-05-01,128750
2013-06-01,140000
2013-07-01,135000
2013-08-01,130000
2013-09-01,141500
2013-10-01,147000
2013-11-01,141000
2013-12-01,140000
2014-01-01,140000
2014-02-01,135750
2014-03-01,130000
2014-04-01,150000
2014-05-01,150000
2014-06-01,157000
2014-07-01,157000
2014-08-01,176750
2014-09-01,175250
2014-10-01,163000
2014-11-01,152000
2014-12-01,142500
2015-01-01,142500
2015-02-01,151500
2015-03-01,145000
2015-04-01,140000
2015-05-01,146000
2015-06-01,176000
2015-07-01,180000
2015-08-01,176000
2015-09-01,180000
2015-10-01,166000
2015-11-01,175500
2015-12-01,171000
2016-01-01,185000
2016-02-01,187000
2016-03-01,185000
2016-04-01,190000
2016-05-01,175204
2016-06-01,177500
2016-07-01,197750
2016-08-01,199500
2016-09-01,199500
2016-10-01,197000
2016-11-01,192750
2016-12-01,195000
2017-01-01,192000
