date,value
2000-01-01,287500
2000-02-01,294000
2000-03-01,300000
2000-04-01,288000
2000-05-01,317500
2000-06-01,355000
2000-07-01,337500
2000-08-01,311250
2000-09-01,309000
2000-10-01,310000
2000-11-01,316000
2000-12-01,303250
2001-01-01,326000
2001-02-01,315000
2001-03-01,325000
2001-04-01,327500
2001-05-01,349500
2001-06-01,341500
2001-07-01,335000
2001-08-01,340000
2001-09-01,347000
2001-10-01,350500
2001-11-01,368500
2001-12-01,371750
2002-01-01,373750
2002-02-01,360000
2002-03-01,357500
2002-04-01,370000
2002-05-01,368000
2002-06-01,366000
2002-07-01,363000
2002-08-01,362750
2002-09-01,375000
2002-10-01,361250
2002-11-01,361250
2002-12-01,360000
2003-01-01,378500
2003-02-01,425500
2003-03-01,435000
2003-04-01,373000
2003-05-01,354000
2003-06-01,359750
2003-07-01,368750
2003-08-01,413500
2003-09-01,424000
2003-10-01,416000
2003-11-01,415500
2003-12-01,389500
2004-01-01,407500
2004-02-01,370000
2004-03-01,373000
2004-04-01,373000
2004-05-01,390000
2004-06-01,386250
2004-07-01,387500
2004-08-01,402500
2004-09-01,454500
2004-10-01,457000
2004-11-01,459000
2004-12-01,460000
2005-01-01,500000
2005-02-01,495000
2005-03-01,529000
2005-04-01,510000
2005-05-01,462000
2005-06-01,452000
2005-07-01,475000
2005-08-01,475000
2005-09-01,475000
2005-10-01,538000
2005-11-01,585000
2005-12-01,541000
2006-01-01,515000
2006-02-01,467500
2006-03-01,507500
2006-04-01,530000
2006-05-01,499000
2006-06-01,498000
2006-07-01,498000
2006-08-01,525000
2006-09-01,542000
2006-10-01,585000
2006-11-01,590000
2006-12-01,562000
2007-01-01,548500
2007-02-01,504500
2007-03-01,533500
2007-04-01,499000
2007-05-01,466000
2007-06-01,468500
2007-07-01,610000
2007-08-01,438250
2007-09-01,509500
2007-10-01,450000
2007-11-01,450000
2007-12-01,455000
2008-01-01,462500
2008-02-01,465000
2008-03-01,465000
2008-04-01,458500
2008-05-01,417000
2008-06-01,388750
2008-07-01,495000
2008-08-01,472500
2008-09-01,495000
2008-10-01,450000
2008-11-01,460750
2008-12-01,440500
2009-01-01,420500
2009-02-01,420000
2009-03-01,410000
2009-04-01,415000
2009-05-01,625000
2009-06-01,462500
2009-07-01,311500
2009-08-01,446000
2009-09-01,460000
2009-10-01,455000
2009-11-01,425000
2009-12-01,405000
2010-01-01,410000
2010-02-01,345000
2010-03-01,350000
2010-04-01,393500
2010-05-01,450000
2010-06-01,450000
2010-07-01,448750
2010-08-01,450000
2010-09-01,427500
2010-10-01,415000
2010-11-01,300000
2010-12-01,332500
2011-01-01,366250
2011-02-01,357500
2011-03-01,408750
2011-04-01,440000
2011-05-01,430000
2011-06-01,321500
2011-07-01,322500
2011-08-01,347500
2011-09-01,350000
2011-10-01,385000
2011-11-01,382500
2011-12-01,382500
2012-01-01,385000
2012-02-01,344750
2012-03-01,335000
2012-04-01,335000
2012-05-01,357500
2012-06-01,355000
2012-07-01,357500
2012-08-01,427500
2012-09-01,432500
2012-10-01,446500
2012-11-01,435000
2012-12-01,470000
2013-01-01,470000
2013-02-01,470000
2013-03-01,425000
2013-04-01,425000
2013-05-01,417000
2013-06-01,420000
2013-07-01,417000
2013-08-01,416000
2013-09-01,418000
2013-10-01,460000
2013-11-01,465000
2013-12-01,459750
2014-01-01,429500
2014-02-01,445000
2014-03-01,410000
2014-04-01,392500
2014-05-01,396250
2014-06-01,435000
2014-07-01,425000
2014-08-01,425000
2014-09-01,400000
2014-10-01,417500
2014-11-01,407000
2014-12-01,416250
2015-01-01,417000
2015-02-01,415000
2015-03-01,419000
2015-04-01,446000
2015-05-01,540000
2015-06-01,507500
2015-07-01,490000
2015-08-01,485000
2015-09-01,502500
2015-10-01,486500
2015-11-01,476500
2015-12-01,420000
2016-01-01,410000
2016-02-01,410000
2016-03-01,441000
2016-04-01,426000
2016-05-01,430000
2016-06-01,385000
2016-07-01,486000
2016-08-01,530000
2016-09-01,552500
2016-10-01,552500
2016-11-01,542500
2016-12-01,468750
2017-01-01,563750
