date,value
2000-01-01,112750
2000-02-01,114250
2000-03-01,121000
2000-04-01,115000
2000-05-01,125000
2000-06-01,122500
2000-07-01,131000
2000-08-01,132500
2000-09-01,138500
2000-10-01,140500
2000-11-01,135000
2000-12-01,130000
2001-01-01,125000
2001-02-01,120000
2001-03-01,125000
2001-04-01,135000
2001-05-01,134000
2001-06-01,139750
2001-07-01,137500
2001-08-01,143500
2001-09-01,145000
2001-10-01,149000
2001-11-01,150000
2001-12-01,160000
2002-01-01,158000
2002-02-01,157000
2002-03-01,144000
2002-04-01,147500
2002-05-01,162000
2002-06-01,179500
2002-07-01,186500
2002-08-01,186500
2002-09-01,170000
2002-10-01,170000
2002-11-01,174500
2002-12-01,189000
2003-01-01,188000
2003-02-01,183000
2003-03-01,169000
2003-04-01,165000
2003-05-01,159000
2003-06-01,163750
2003-07-01,169500
2003-08-01,180000
2003-09-01,194000
2003-10-01,193000
2003-11-01,190000
2003-12-01,190000
2004-01-01,208500
2004-02-01,215500
2004-03-01,205000
2004-04-01,193000
2004-05-01,190000
2004-06-01,190000
2004-07-01,191000
2004-08-01,199000
2004-09-01,200000
2004-10-01,200000
2004-11-01,205000
2004-12-01,215500
2005-01-01,218500
2005-02-01,200000
2005-03-01,190000
2005-04-01,186000
2005-05-01,181500
2005-06-01,196750
2005-07-01,200000
2005-08-01,209500
2005-09-01,206000
2005-10-01,205000
2005-11-01,200000
2005-12-01,191500
2006-01-01,188000
2006-02-01,189750
2006-03-01,196500
2006-04-01,213250
2006-05-01,221000
2006-06-01,230000
2006-07-01,230250
2006-08-01,238750
2006-09-01,225000
2006-10-01,230000
2006-11-01,230000
2006-12-01,229250
2007-01-01,229000
2007-02-01,222000
2007-03-01,233000
2007-04-01,218000
2007-05-01,218000
2007-06-01,225000
2007-07-01,228750
2007-08-01,235000
2007-09-01,232500
2007-10-01,245500
2007-11-01,239250
2007-12-01,243750
2008-01-01,236000
2008-02-01,240000
2008-03-01,224000
2008-04-01,220250
2008-05-01,223500
2008-06-01,233500
2008-07-01,231000
2008-08-01,229500
2008-09-01,229500
2008-10-01,229500
2008-11-01,224500
2008-12-01,212000
2009-01-01,203750
2009-02-01,185000
2009-03-01,186500
2009-04-01,184500
2009-05-01,211750
2009-06-01,204000
2009-07-01,217250
2009-08-01,201000
2009-09-01,214500
2009-10-01,208000
2009-11-01,230000
2009-12-01,211000
2010-01-01,210000
2010-02-01,204500
2010-03-01,204500
2010-04-01,204500
2010-05-01,212500
2010-06-01,238500
2010-07-01,215000
2010-08-01,214500
2010-09-01,188500
2010-10-01,173500
2010-11-01,151000
2010-12-01,159000
2011-01-01,177500
2011-02-01,171000
2011-03-01,155000
2011-04-01,131000
2011-05-01,129500
2011-06-01,187500
2011-07-01,219000
2011-08-01,220000
2011-09-01,191500
2011-10-01,165000
2011-11-01,147500
2011-12-01,160000
2012-01-01,195250
2012-02-01,165000
2012-03-01,137500
2012-04-01,99500
2012-05-01,100000
2012-06-01,88550
2012-07-01,119500
2012-08-01,117250
2012-09-01,141250
2012-10-01,135000
2012-11-01,142500
2012-12-01,135000
2013-01-01,140750
2013-02-01,129250
2013-03-01,127000
2013-04-01,107750
2013-05-01,140250
2013-06-01,147500
2013-07-01,155000
2013-08-01,170000
2013-09-01,171500
2013-10-01,180000
2013-11-01,175000
2013-12-01,169000
2014-01-01,170000
2014-02-01,167000
2014-03-01,172000
2014-04-01,160000
2014-05-01,163000
2014-06-01,160000
2014-07-01,166750
2014-08-01,165750
2014-09-01,177500
2014-10-01,220000
2014-11-01,213000
2014-12-01,216000
2015-01-01,202000
2015-02-01,205000
2015-03-01,163000
2015-04-01,165000
2015-05-01,170000
2015-06-01,200000
2015-07-01,205000
2015-08-01,204000
2015-09-01,202000
2015-10-01,209000
2015-11-01,219000
2015-12-01,210000
2016-01-01,187500
2016-02-01,185250
2016-03-01,177750
2016-04-01,187500
2016-05-01,181000
2016-06-01,185000
2016-07-01,195000
2016-08-01,200500
2016-09-01,195500
2016-10-01,186500
2016-11-01,200000
2016-12-01,223000
2017-01-01,224750
