date,value
2000-11-01,150000
2000-12-01,150000
2001-01-01,150000
2002-06-01,173000
2002-07-01,173000
2002-08-01,173000
2002-12-01,185000
2003-01-01,185000
2003-02-01,185000
2003-08-01,185000
2003-09-01,185000
2003-10-01,185000
2005-06-01,200000
2005-07-01,200000
2005-08-01,200000
2006-05-01,209000
2006-06-01,209000
2006-07-01,209000
2006-10-01,244500
2006-11-01,136000
2006-12-01,136000
2007-01-01,27500
2007-06-01,219000
2007-07-01,219000
2007-08-01,219000
2008-11-01,305000
2008-12-01,305000
2009-01-01,305000
2009-04-01,202500
2009-05-01,202500
2009-06-01,202500
2010-06-01,245000
2010-07-01,245000
2011-02-01,302500
2011-03-01,236000
2011-04-01,200000
2011-05-01,217500
2011-06-01,262500
2011-07-01,276000
2011-08-01,284500
2011-09-01,272000
2011-10-01,272000
2011-11-01,262000
2011-12-01,268000
2012-01-01,268000
2012-02-01,377500
2012-03-01,261500
2012-04-01,247250
2012-05-01,240000
2012-06-01,233000
2012-07-01,228500
2012-08-01,210000
2012-12-01,276000
2013-01-01,276000
2013-02-01,276000
2013-04-01,285000
2013-05-01,285000
2013-06-01,285000
2013-07-01,296000
2013-08-01,237000
2013-09-01,237000
2013-10-01,237000
2014-05-01,340000
2014-06-01,345000
2014-07-01,310000
2014-08-01,226500
2014-09-01,226500
2014-10-01,238000
2014-11-01,242500
2014-12-01,240000
2015-01-01,351000
2015-02-01,350000
2015-03-01,308500
2015-04-01,308500
2015-05-01,311000
2015-06-01,320000
2015-07-01,320000
2015-08-01,328750
2015-09-01,337500
2015-10-01,337500
2015-11-01,290000
2016-04-01,330000
2016-05-01,310000
2016-06-01,310000
2016-07-01,355000
2016-08-01,347500
2016-09-01,340000
2016-10-01,281250
2016-11-01,294000
2016-12-01,288000
2017-01-01,312500
