,date,value,community
165,2013-10-01,385000,Lincoln Park
166,2013-11-01,335000,Lincoln Park
167,2013-12-01,304000,Lincoln Park
168,2014-01-01,331250,Lincoln Park
169,2014-02-01,295000,Lincoln Park
170,2014-03-01,345000,Lincoln Park
171,2014-04-01,295000,Lincoln Park
172,2014-05-01,345000,Lincoln Park
173,2014-06-01,377500,Lincoln Park
174,2014-07-01,393500,Lincoln Park
175,2014-08-01,392500,Lincoln Park
176,2014-09-01,343250,Lincoln Park
177,2014-10-01,340750,Lincoln Park
178,2014-11-01,357500,Lincoln Park
179,2014-12-01,360000,Lincoln Park
180,2015-01-01,385000,Lincoln Park
181,2015-02-01,405000,Lincoln Park
182,2015-03-01,395000,Lincoln Park
183,2015-04-01,350750,Lincoln Park
184,2015-05-01,377500,Lincoln Park
185,2015-06-01,392000,Lincoln Park
186,2015-07-01,400000,Lincoln Park
187,2015-08-01,395000,Lincoln Park
188,2015-09-01,377500,Lincoln Park
189,2015-10-01,395000,Lincoln Park
190,2015-11-01,385000,Lincoln Park
191,2015-12-01,385000,Lincoln Park
192,2016-01-01,322500,Lincoln Park
193,2016-02-01,292500,Lincoln Park
194,2016-03-01,345000,Lincoln Park
195,2016-04-01,364000,Lincoln Park
196,2016-05-01,423750,Lincoln Park
197,2016-06-01,398500,Lincoln Park
198,2016-07-01,375000,Lincoln Park
199,2016-08-01,364000,Lincoln Park
200,2016-09-01,378000,Lincoln Park
201,2016-10-01,388500,Lincoln Park
202,2016-11-01,400000,Lincoln Park
203,2016-12-01,407500,Lincoln Park
204,2017-01-01,407500,Lincoln Park
144,2012-01-01,74000,Lincoln Square
145,2012-02-01,64500,Lincoln Square
146,2012-03-01,86000,Lincoln Square
147,2012-04-01,187000,Lincoln Square
148,2012-05-01,126000,Lincoln Square
149,2012-06-01,150000,Lincoln Square
150,2012-07-01,155500,Lincoln Square
151,2012-08-01,171000,Lincoln Square
152,2012-09-01,195000,Lincoln Square
153,2012-10-01,166000,Lincoln Square
154,2012-11-01,177500,Lincoln Square
155,2012-12-01,116000,Lincoln Square
156,2013-01-01,122000,Lincoln Square
157,2013-02-01,106250,Lincoln Square
158,2013-03-01,166000,Lincoln Square
159,2013-04-01,164000,Lincoln Square
160,2013-05-01,196000,Lincoln Square
161,2013-06-01,194750,Lincoln Square
162,2013-07-01,275000,Lincoln Square
163,2013-08-01,277500,Lincoln Square
164,2013-09-01,260000,Lincoln Square
165,2013-10-01,237000,Lincoln Square
166,2013-11-01,235000,Lincoln Square
167,2013-12-01,220000,Lincoln Square
168,2014-01-01,242500,Lincoln Square
169,2014-02-01,242500,Lincoln Square
170,2014-03-01,282500,Lincoln Square
171,2014-04-01,200750,Lincoln Square
172,2014-05-01,205250,Lincoln Square
173,2014-06-01,227500,Lincoln Square
174,2014-07-01,284000,Lincoln Square
175,2014-08-01,279000,Lincoln Square
176,2014-09-01,181750,Lincoln Square
177,2014-10-01,175500,Lincoln Square
178,2014-11-01,200000,Lincoln Square
179,2014-12-01,185000,Lincoln Square
180,2015-01-01,231500,Lincoln Square
181,2015-02-01,301250,Lincoln Square
182,2015-03-01,341000,Lincoln Square
183,2015-04-01,290750,Lincoln Square
184,2015-05-01,290000,Lincoln Square
185,2015-06-01,315000,Lincoln Square
186,2015-07-01,331250,Lincoln Square
187,2015-08-01,325000,Lincoln Square
188,2015-09-01,325000,Lincoln Square
189,2015-10-01,250000,Lincoln Square
190,2015-11-01,250000,Lincoln Square
191,2015-12-01,218750,Lincoln Square
192,2016-01-01,260000,Lincoln Square
193,2016-02-01,215000,Lincoln Square
194,2016-03-01,215000,Lincoln Square
195,2016-04-01,197000,Lincoln Square
196,2016-05-01,355750,Lincoln Square
197,2016-06-01,321000,Lincoln Square
198,2016-07-01,319500,Lincoln Square
199,2016-08-01,310000,Lincoln Square
200,2016-09-01,323500,Lincoln Square
201,2016-10-01,291250,Lincoln Square
202,2016-11-01,240000,Lincoln Square
203,2016-12-01,221000,Lincoln Square
204,2017-01-01,206000,Lincoln Square
144,2012-01-01,42000,South Lawndale
145,2012-02-01,44500,South Lawndale
146,2012-03-01,44500,South Lawndale
147,2012-04-01,60000,South Lawndale
148,2012-05-01,63000,South Lawndale
149,2012-06-01,60000,South Lawndale
150,2012-07-01,39000,South Lawndale
151,2012-08-01,35000,South Lawndale
152,2012-09-01,40000,South Lawndale
153,2012-10-01,49000,South Lawndale
154,2012-11-01,52500,South Lawndale
155,2012-12-01,62000,South Lawndale
156,2013-01-01,45500,South Lawndale
157,2013-02-01,42000,South Lawndale
158,2013-03-01,43500,South Lawndale
159,2013-04-01,46000,South Lawndale
160,2013-05-01,51500,South Lawndale
161,2013-06-01,51000,South Lawndale
162,2013-07-01,51000,South Lawndale
163,2013-08-01,49500,South Lawndale
164,2013-09-01,50000,South Lawndale
165,2013-10-01,46000,South Lawndale
166,2013-11-01,50000,South Lawndale
167,2013-12-01,48000,South Lawndale
168,2014-01-01,46000,South Lawndale
169,2014-02-01,44000,South Lawndale
170,2014-03-01,43000,South Lawndale
171,2014-04-01,70000,South Lawndale
172,2014-05-01,45750,South Lawndale
173,2014-06-01,44500,South Lawndale
174,2014-07-01,45750,South Lawndale
175,2014-08-01,55000,South Lawndale
176,2014-09-01,70000,South Lawndale
177,2014-10-01,47500,South Lawndale
178,2014-11-01,47500,South Lawndale
179,2014-12-01,49000,South Lawndale
180,2015-01-01,49000,South Lawndale
181,2015-02-01,54500,South Lawndale
182,2015-03-01,63500,South Lawndale
183,2015-04-01,67500,South Lawndale
184,2015-05-01,70000,South Lawndale
185,2015-06-01,77450,South Lawndale
186,2015-07-01,103500,South Lawndale
187,2015-08-01,78450,South Lawndale
188,2015-09-01,98500,South Lawndale
189,2015-10-01,72500,South Lawndale
190,2015-11-01,72500,South Lawndale
191,2015-12-01,62000,South Lawndale
192,2016-01-01,70000,South Lawndale
193,2016-02-01,65000,South Lawndale
194,2016-03-01,70000,South Lawndale
195,2016-04-01,90000,South Lawndale
196,2016-05-01,78000,South Lawndale
197,2016-06-01,70000,South Lawndale
198,2016-07-01,73500,South Lawndale
199,2016-08-01,95750,South Lawndale
200,2016-09-01,112500,South Lawndale
201,2016-10-01,110000,South Lawndale
202,2016-11-01,98000,South Lawndale
203,2016-12-01,70000,South Lawndale
204,2017-01-01,65000,South Lawndale
144,2012-01-01,178000,Logan Square
145,2012-02-01,197000,Logan Square
146,2012-03-01,199000,Logan Square
147,2012-04-01,184000,Logan Square
148,2012-05-01,155000,Logan Square
149,2012-06-01,185000,Logan Square
150,2012-07-01,221000,Logan Square
151,2012-08-01,225000,Logan Square
152,2012-09-01,237000,Logan Square
153,2012-10-01,247500,Logan Square
154,2012-11-01,240500,Logan Square
155,2012-12-01,237500,Logan Square
156,2013-01-01,234500,Logan Square
157,2013-02-01,240000,Logan Square
158,2013-03-01,265000,Logan Square
159,2013-04-01,237000,Logan Square
160,2013-05-01,211750,Logan Square
161,2013-06-01,227000,Logan Square
162,2013-07-01,240000,Logan Square
163,2013-08-01,250000,Logan Square
164,2013-09-01,255500,Logan Square
165,2013-10-01,251000,Logan Square
166,2013-11-01,258000,Logan Square
167,2013-12-01,258000,Logan Square
168,2014-01-01,266000,Logan Square
169,2014-02-01,246500,Logan Square
170,2014-03-01,232500,Logan Square
171,2014-04-01,249500,Logan Square
172,2014-05-01,293500,Logan Square
173,2014-06-01,277500,Logan Square
174,2014-07-01,292500,Logan Square
175,2014-08-01,272500,Logan Square
176,2014-09-01,283750,Logan Square
177,2014-10-01,310000,Logan Square
178,2014-11-01,319750,Logan Square
179,2014-12-01,300750,Logan Square
180,2015-01-01,271000,Logan Square
181,2015-02-01,265000,Logan Square
182,2015-03-01,265000,Logan Square
183,2015-04-01,280000,Logan Square
184,2015-05-01,275000,Logan Square
185,2015-06-01,292000,Logan Square
186,2015-07-01,305000,Logan Square
187,2015-08-01,300500,Logan Square
188,2015-09-01,275000,Logan Square
189,2015-10-01,253750,Logan Square
190,2015-11-01,264500,Logan Square
191,2015-12-01,301000,Logan Square
192,2016-01-01,319000,Logan Square
193,2016-02-01,327500,Logan Square
194,2016-03-01,320000,Logan Square
195,2016-04-01,330000,Logan Square
196,2016-05-01,347750,Logan Square
197,2016-06-01,345000,Logan Square
198,2016-07-01,338000,Logan Square
199,2016-08-01,315000,Logan Square
200,2016-09-01,310000,Logan Square
201,2016-10-01,315000,Logan Square
202,2016-11-01,309000,Logan Square
203,2016-12-01,320000,Logan Square
204,2017-01-01,328000,Logan Square
144,2012-01-01,233500,Loop
145,2012-02-01,211000,Loop
146,2012-03-01,190000,Loop
147,2012-04-01,198000,Loop
148,2012-05-01,202000,Loop
149,2012-06-01,215000,Loop
150,2012-07-01,214000,Loop
151,2012-08-01,210500,Loop
152,2012-09-01,208000,Loop
153,2012-10-01,206500,Loop
154,2012-11-01,227500,Loop
155,2012-12-01,254000,Loop
156,2013-01-01,246750,Loop
157,2013-02-01,249750,Loop
158,2013-03-01,227000,Loop
159,2013-04-01,252000,Loop
160,2013-05-01,246000,Loop
161,2013-06-01,238750,Loop
162,2013-07-01,261500,Loop
163,2013-08-01,256000,Loop
164,2013-09-01,275000,Loop
165,2013-10-01,275000,Loop
166,2013-11-01,282000,Loop
167,2013-12-01,272500,Loop
168,2014-01-01,265000,Loop
169,2014-02-01,224500,Loop
170,2014-03-01,229500,Loop
171,2014-04-01,241000,Loop
172,2014-05-01,241250,Loop
173,2014-06-01,257500,Loop
174,2014-07-01,275000,Loop
175,2014-08-01,286500,Loop
176,2014-09-01,289750,Loop
177,2014-10-01,312000,Loop
178,2014-11-01,293500,Loop
179,2014-12-01,286750,Loop
180,2015-01-01,284000,Loop
181,2015-02-01,275000,Loop
182,2015-03-01,280000,Loop
183,2015-04-01,283500,Loop
184,2015-05-01,298750,Loop
185,2015-06-01,314000,Loop
186,2015-07-01,290986,Loop
187,2015-08-01,293750,Loop
188,2015-09-01,290000,Loop
189,2015-10-01,284000,Loop
190,2015-11-01,285750,Loop
191,2015-12-01,282500,Loop
192,2016-01-01,296250,Loop
193,2016-02-01,293000,Loop
194,2016-03-01,278000,Loop
195,2016-04-01,276500,Loop
196,2016-05-01,282000,Loop
197,2016-06-01,305000,Loop
198,2016-07-01,310000,Loop
199,2016-08-01,315000,Loop
200,2016-09-01,310000,Loop
201,2016-10-01,295250,Loop
202,2016-11-01,280000,Loop
203,2016-12-01,254000,Loop
204,2017-01-01,260000,Loop
144,2012-01-01,139500,McKinley Park
145,2012-02-01,152500,McKinley Park
146,2012-03-01,99000,McKinley Park
147,2012-04-01,198000,McKinley Park
148,2012-05-01,199000,McKinley Park
149,2012-06-01,199000,McKinley Park
150,2012-07-01,100000,McKinley Park
151,2012-08-01,70000,McKinley Park
152,2012-09-01,125000,McKinley Park
153,2012-10-01,149500,McKinley Park
154,2012-11-01,162500,McKinley Park
155,2012-12-01,198500,McKinley Park
156,2013-01-01,175500,McKinley Park
157,2013-02-01,200000,McKinley Park
158,2013-03-01,200000,McKinley Park
159,2013-04-01,205000,McKinley Park
160,2013-05-01,165000,McKinley Park
161,2013-06-01,158000,McKinley Park
162,2013-07-01,201500,McKinley Park
163,2013-08-01,201500,McKinley Park
164,2013-09-01,180750,McKinley Park
165,2013-10-01,189250,McKinley Park
166,2013-11-01,186500,McKinley Park
167,2013-12-01,172500,McKinley Park
168,2014-01-01,155750,McKinley Park
169,2014-02-01,139000,McKinley Park
170,2014-03-01,114000,McKinley Park
171,2014-04-01,118000,McKinley Park
172,2014-05-01,195000,McKinley Park
173,2014-06-01,205000,McKinley Park
174,2014-07-01,205000,McKinley Park
175,2014-08-01,220000,McKinley Park
176,2014-09-01,168000,McKinley Park
177,2014-10-01,191500,McKinley Park
178,2014-11-01,191500,McKinley Park
179,2014-12-01,160000,McKinley Park
180,2015-01-01,127000,McKinley Park
181,2015-02-01,148500,McKinley Park
182,2015-03-01,141500,McKinley Park
183,2015-04-01,141000,McKinley Park
184,2015-05-01,135000,McKinley Park
185,2015-06-01,135000,McKinley Park
186,2015-07-01,176000,McKinley Park
187,2015-08-01,170000,McKinley Park
188,2015-09-01,202500,McKinley Park
189,2015-10-01,192500,McKinley Park
190,2015-11-01,184500,McKinley Park
191,2015-12-01,164000,McKinley Park
192,2016-01-01,165500,McKinley Park
193,2016-02-01,185500,McKinley Park
194,2016-03-01,183000,McKinley Park
195,2016-04-01,181750,McKinley Park
196,2016-05-01,195500,McKinley Park
197,2016-06-01,245000,McKinley Park
198,2016-07-01,265000,McKinley Park
199,2016-08-01,207500,McKinley Park
200,2016-09-01,215000,McKinley Park
201,2016-10-01,180000,McKinley Park
202,2016-11-01,208500,McKinley Park
203,2016-12-01,218500,McKinley Park
204,2017-01-01,228000,McKinley Park
144,2012-01-01,132500,Montclare
145,2012-02-01,118000,Montclare
146,2012-03-01,116000,Montclare
147,2012-04-01,140250,Montclare
148,2012-05-01,140500,Montclare
149,2012-06-01,142000,Montclare
150,2012-07-01,158000,Montclare
151,2012-08-01,154000,Montclare
152,2012-09-01,135500,Montclare
153,2012-10-01,131000,Montclare
154,2012-11-01,131000,Montclare
155,2012-12-01,147500,Montclare
156,2013-01-01,107000,Montclare
157,2013-02-01,140000,Montclare
158,2013-03-01,150000,Montclare
159,2013-04-01,160000,Montclare
160,2013-05-01,135000,Montclare
161,2013-06-01,137500,Montclare
162,2013-07-01,130000,Montclare
163,2013-08-01,140500,Montclare
164,2013-09-01,144000,Montclare
165,2013-10-01,144000,Montclare
166,2013-11-01,145500,Montclare
167,2013-12-01,152500,Montclare
168,2014-01-01,151000,Montclare
169,2014-02-01,147500,Montclare
170,2014-03-01,156500,Montclare
171,2014-04-01,180350,Montclare
172,2014-05-01,172750,Montclare
173,2014-06-01,165000,Montclare
174,2014-07-01,180000,Montclare
175,2014-08-01,181000,Montclare
176,2014-09-01,185000,Montclare
177,2014-10-01,205000,Montclare
178,2014-11-01,210000,Montclare
179,2014-12-01,210000,Montclare
180,2015-01-01,187000,Montclare
181,2015-02-01,175000,Montclare
182,2015-03-01,173500,Montclare
183,2015-04-01,175000,Montclare
184,2015-05-01,201500,Montclare
185,2015-06-01,183500,Montclare
186,2015-07-01,192500,Montclare
187,2015-08-01,178750,Montclare
188,2015-09-01,208000,Montclare
189,2015-10-01,198000,Montclare
190,2015-11-01,224500,Montclare
191,2015-12-01,226500,Montclare
192,2016-01-01,220000,Montclare
193,2016-02-01,200000,Montclare
194,2016-03-01,184000,Montclare
195,2016-04-01,189500,Montclare
196,2016-05-01,195000,Montclare
197,2016-06-01,210000,Montclare
198,2016-07-01,197500,Montclare
199,2016-08-01,191750,Montclare
200,2016-09-01,185000,Montclare
201,2016-10-01,189500,Montclare
202,2016-11-01,211500,Montclare
203,2016-12-01,229000,Montclare
204,2017-01-01,230000,Montclare
144,2012-01-01,119500,Morgan Park
145,2012-02-01,125000,Morgan Park
146,2012-03-01,87500,Morgan Park
147,2012-04-01,106000,Morgan Park
148,2012-05-01,114000,Morgan Park
149,2012-06-01,183000,Morgan Park
150,2012-07-01,125500,Morgan Park
151,2012-08-01,132500,Morgan Park
152,2012-09-01,52000,Morgan Park
153,2012-10-01,98500,Morgan Park
154,2012-11-01,103500,Morgan Park
155,2012-12-01,105000,Morgan Park
156,2013-01-01,140000,Morgan Park
157,2013-02-01,131000,Morgan Park
158,2013-03-01,85750,Morgan Park
159,2013-04-01,51500,Morgan Park
160,2013-05-01,142639,Morgan Park
161,2013-06-01,178500,Morgan Park
162,2013-07-01,123819,Morgan Park
163,2013-08-01,120000,Morgan Park
164,2013-09-01,134000,Morgan Park
165,2013-10-01,170000,Morgan Park
166,2013-11-01,199500,Morgan Park
167,2013-12-01,146000,Morgan Park
168,2014-01-01,109000,Morgan Park
169,2014-02-01,110000,Morgan Park
170,2014-03-01,104250,Morgan Park
171,2014-04-01,107000,Morgan Park
172,2014-05-01,115149,Morgan Park
173,2014-06-01,142000,Morgan Park
174,2014-07-01,157500,Morgan Park
175,2014-08-01,167500,Morgan Park
176,2014-09-01,145000,Morgan Park
177,2014-10-01,155000,Morgan Park
178,2014-11-01,165000,Morgan Park
179,2014-12-01,163500,Morgan Park
180,2015-01-01,161750,Morgan Park
181,2015-02-01,139500,Morgan Park
182,2015-03-01,140000,Morgan Park
183,2015-04-01,170000,Morgan Park
184,2015-05-01,190000,Morgan Park
185,2015-06-01,197000,Morgan Park
186,2015-07-01,176250,Morgan Park
187,2015-08-01,168000,Morgan Park
188,2015-09-01,155000,Morgan Park
189,2015-10-01,155000,Morgan Park
190,2015-11-01,155000,Morgan Park
191,2015-12-01,153500,Morgan Park
192,2016-01-01,155000,Morgan Park
193,2016-02-01,152000,Morgan Park
194,2016-03-01,162000,Morgan Park
195,2016-04-01,161000,Morgan Park
196,2016-05-01,161000,Morgan Park
197,2016-06-01,160500,Morgan Park
198,2016-07-01,173500,Morgan Park
199,2016-08-01,177750,Morgan Park
200,2016-09-01,196000,Morgan Park
201,2016-10-01,173000,Morgan Park
202,2016-11-01,173000,Morgan Park
203,2016-12-01,137500,Morgan Park
204,2017-01-01,175000,Morgan Park
144,2012-01-01,170000,Mount Greenwood
145,2012-02-01,172500,Mount Greenwood
146,2012-03-01,165000,Mount Greenwood
147,2012-04-01,164000,Mount Greenwood
148,2012-05-01,169500,Mount Greenwood
149,2012-06-01,172000,Mount Greenwood
150,2012-07-01,182500,Mount Greenwood
151,2012-08-01,164500,Mount Greenwood
152,2012-09-01,170750,Mount Greenwood
153,2012-10-01,173750,Mount Greenwood
154,2012-11-01,179500,Mount Greenwood
155,2012-12-01,170500,Mount Greenwood
156,2013-01-01,155000,Mount Greenwood
157,2013-02-01,149000,Mount Greenwood
158,2013-03-01,170750,Mount Greenwood
159,2013-04-01,182499,Mount Greenwood
160,2013-05-01,182250,Mount Greenwood
161,2013-06-01,182250,Mount Greenwood
162,2013-07-01,182000,Mount Greenwood
163,2013-08-01,196500,Mount Greenwood
164,2013-09-01,188000,Mount Greenwood
165,2013-10-01,175000,Mount Greenwood
166,2013-11-01,173000,Mount Greenwood
167,2013-12-01,174000,Mount Greenwood
168,2014-01-01,166250,Mount Greenwood
169,2014-02-01,177500,Mount Greenwood
170,2014-03-01,170000,Mount Greenwood
171,2014-04-01,185500,Mount Greenwood
172,2014-05-01,180000,Mount Greenwood
173,2014-06-01,191500,Mount Greenwood
174,2014-07-01,198500,Mount Greenwood
175,2014-08-01,216000,Mount Greenwood
176,2014-09-01,215000,Mount Greenwood
177,2014-10-01,203750,Mount Greenwood
178,2014-11-01,215000,Mount Greenwood
179,2014-12-01,210500,Mount Greenwood
180,2015-01-01,190000,Mount Greenwood
181,2015-02-01,186000,Mount Greenwood
182,2015-03-01,185000,Mount Greenwood
183,2015-04-01,165000,Mount Greenwood
184,2015-05-01,165000,Mount Greenwood
185,2015-06-01,168000,Mount Greenwood
186,2015-07-01,217250,Mount Greenwood
187,2015-08-01,217250,Mount Greenwood
188,2015-09-01,220000,Mount Greenwood
189,2015-10-01,220000,Mount Greenwood
190,2015-11-01,210000,Mount Greenwood
191,2015-12-01,196000,Mount Greenwood
192,2016-01-01,190000,Mount Greenwood
193,2016-02-01,199750,Mount Greenwood
194,2016-03-01,194750,Mount Greenwood
195,2016-04-01,189000,Mount Greenwood
196,2016-05-01,200000,Mount Greenwood
197,2016-06-01,210500,Mount Greenwood
198,2016-07-01,220750,Mount Greenwood
199,2016-08-01,225000,Mount Greenwood
200,2016-09-01,216500,Mount Greenwood
201,2016-10-01,212000,Mount Greenwood
202,2016-11-01,206500,Mount Greenwood
203,2016-12-01,205500,Mount Greenwood
204,2017-01-01,206000,Mount Greenwood
144,2012-01-01,284000,Near North Side
145,2012-02-01,269000,Near North Side
146,2012-03-01,256250,Near North Side
147,2012-04-01,255000,Near North Side
148,2012-05-01,260000,Near North Side
149,2012-06-01,285000,Near North Side
150,2012-07-01,305000,Near North Side
151,2012-08-01,315000,Near North Side
152,2012-09-01,313000,Near North Side
153,2012-10-01,280000,Near North Side
154,2012-11-01,275000,Near North Side
155,2012-12-01,277500,Near North Side
156,2013-01-01,287250,Near North Side
157,2013-02-01,300000,Near North Side
158,2013-03-01,290000,Near North Side
159,2013-04-01,286000,Near North Side
160,2013-05-01,280000,Near North Side
161,2013-06-01,280000,Near North Side
162,2013-07-01,311000,Near North Side
163,2013-08-01,306000,Near North Side
164,2013-09-01,315000,Near North Side
165,2013-10-01,316500,Near North Side
166,2013-11-01,295750,Near North Side
167,2013-12-01,322000,Near North Side
168,2014-01-01,285000,Near North Side
169,2014-02-01,324500,Near North Side
170,2014-03-01,319500,Near North Side
171,2014-04-01,322500,Near North Side
172,2014-05-01,318000,Near North Side
173,2014-06-01,320000,Near North Side
174,2014-07-01,333000,Near North Side
175,2014-08-01,340000,Near North Side
176,2014-09-01,320000,Near North Side
177,2014-10-01,335000,Near North Side
178,2014-11-01,329250,Near North Side
179,2014-12-01,335500,Near North Side
180,2015-01-01,315000,Near North Side
181,2015-02-01,322500,Near North Side
182,2015-03-01,322000,Near North Side
183,2015-04-01,340000,Near North Side
184,2015-05-01,340000,Near North Side
185,2015-06-01,351750,Near North Side
186,2015-07-01,343250,Near North Side
187,2015-08-01,342000,Near North Side
188,2015-09-01,334000,Near North Side
189,2015-10-01,338500,Near North Side
190,2015-11-01,325000,Near North Side
191,2015-12-01,320250,Near North Side
192,2016-01-01,320000,Near North Side
193,2016-02-01,336750,Near North Side
194,2016-03-01,345500,Near North Side
195,2016-04-01,350000,Near North Side
196,2016-05-01,350000,Near North Side
197,2016-06-01,365000,Near North Side
198,2016-07-01,368500,Near North Side
199,2016-08-01,368000,Near North Side
200,2016-09-01,357000,Near North Side
201,2016-10-01,340000,Near North Side
202,2016-11-01,325000,Near North Side
203,2016-12-01,328750,Near North Side
204,2017-01-01,340000,Near North Side
144,2012-01-01,333000,Near South Side
145,2012-02-01,318000,Near South Side
146,2012-03-01,227500,Near South Side
147,2012-04-01,225000,Near South Side
148,2012-05-01,225000,Near South Side
149,2012-06-01,226500,Near South Side
150,2012-07-01,267000,Near South Side
151,2012-08-01,295000,Near South Side
152,2012-09-01,295000,Near South Side
153,2012-10-01,295000,Near South Side
154,2012-11-01,325000,Near South Side
155,2012-12-01,350000,Near South Side
156,2013-01-01,392000,Near South Side
157,2013-02-01,301500,Near South Side
158,2013-03-01,255250,Near South Side
159,2013-04-01,248500,Near South Side
160,2013-05-01,325000,Near South Side
161,2013-06-01,395000,Near South Side
162,2013-07-01,440500,Near South Side
163,2013-08-01,454500,Near South Side
164,2013-09-01,413000,Near South Side
165,2013-10-01,325000,Near South Side
166,2013-11-01,307000,Near South Side
167,2013-12-01,320250,Near South Side
168,2014-01-01,325000,Near South Side
169,2014-02-01,297500,Near South Side
170,2014-03-01,280000,Near South Side
171,2014-04-01,243500,Near South Side
172,2014-05-01,283000,Near South Side
173,2014-06-01,312500,Near South Side
174,2014-07-01,341000,Near South Side
175,2014-08-01,363500,Near South Side
176,2014-09-01,407500,Near South Side
177,2014-10-01,380000,Near South Side
178,2014-11-01,345000,Near South Side
179,2014-12-01,314000,Near South Side
180,2015-01-01,315500,Near South Side
181,2015-02-01,317250,Near South Side
182,2015-03-01,332000,Near South Side
183,2015-04-01,353500,Near South Side
184,2015-05-01,380000,Near South Side
185,2015-06-01,413000,Near South Side
186,2015-07-01,420000,Near South Side
187,2015-08-01,414750,Near South Side
188,2015-09-01,383000,Near South Side
189,2015-10-01,399500,Near South Side
190,2015-11-01,334000,Near South Side
191,2015-12-01,322000,Near South Side
192,2016-01-01,323000,Near South Side
193,2016-02-01,367500,Near South Side
194,2016-03-01,360000,Near South Side
195,2016-04-01,337000,Near South Side
196,2016-05-01,372500,Near South Side
197,2016-06-01,391250,Near South Side
198,2016-07-01,383500,Near South Side
199,2016-08-01,361000,Near South Side
200,2016-09-01,310750,Near South Side
201,2016-10-01,339500,Near South Side
202,2016-11-01,350500,Near South Side
203,2016-12-01,399750,Near South Side
204,2017-01-01,350000,Near South Side
144,2012-01-01,20000,New City
145,2012-02-01,20000,New City
146,2012-05-01,112500,New City
147,2012-06-01,22000,New City
148,2012-07-01,28500,New City
149,2012-08-01,25000,New City
150,2012-09-01,28000,New City
151,2012-10-01,27000,New City
152,2012-11-01,26500,New City
153,2012-12-01,27000,New City
154,2013-01-01,26500,New City
155,2013-02-01,26500,New City
156,2013-03-01,25750,New City
157,2013-04-01,24500,New City
158,2013-05-01,32000,New City
159,2013-06-01,29500,New City
160,2013-07-01,32000,New City
161,2013-08-01,24500,New City
162,2013-09-01,35000,New City
163,2013-10-01,35000,New City
164,2013-11-01,67000,New City
165,2013-12-01,80000,New City
166,2014-01-01,35000,New City
167,2014-02-01,39000,New City
168,2014-03-01,34500,New City
169,2014-04-01,57000,New City
170,2014-05-01,40500,New City
171,2014-06-01,50000,New City
172,2014-07-01,34000,New City
173,2014-08-01,39000,New City
174,2014-09-01,38000,New City
175,2014-10-01,33250,New City
176,2014-11-01,40000,New City
177,2014-12-01,40000,New City
178,2015-01-01,43500,New City
179,2015-02-01,60000,New City
180,2015-03-01,60000,New City
181,2015-04-01,73250,New City
182,2015-05-01,53500,New City
183,2015-06-01,48750,New City
184,2015-07-01,46250,New City
185,2015-08-01,50000,New City
186,2015-09-01,45000,New City
187,2015-10-01,45000,New City
188,2015-11-01,32000,New City
189,2015-12-01,38000,New City
190,2016-01-01,43000,New City
191,2016-02-01,59000,New City
192,2016-03-01,67500,New City
193,2016-04-01,72000,New City
194,2016-05-01,39000,New City
195,2016-06-01,39000,New City
196,2016-07-01,47600,New City
197,2016-08-01,90000,New City
198,2016-09-01,45000,New City
199,2016-10-01,45000,New City
200,2016-11-01,49000,New City
201,2016-12-01,70000,New City
202,2017-01-01,47500,New City
144,2012-01-01,392500,North Center
145,2012-02-01,362000,North Center
146,2012-03-01,533500,North Center
147,2012-04-01,364500,North Center
148,2012-05-01,400000,North Center
149,2012-06-01,500000,North Center
150,2012-07-01,532500,North Center
151,2012-08-01,617500,North Center
152,2012-09-01,667750,North Center
153,2012-10-01,637500,North Center
154,2012-11-01,475000,North Center
155,2012-12-01,285000,North Center
156,2013-01-01,430250,North Center
157,2013-02-01,465000,North Center
158,2013-03-01,371500,North Center
159,2013-04-01,476500,North Center
160,2013-05-01,355750,North Center
161,2013-06-01,493500,North Center
162,2013-07-01,527000,North Center
163,2013-08-01,595000,North Center
164,2013-09-01,625000,North Center
165,2013-10-01,687500,North Center
166,2013-11-01,676000,North Center
167,2013-12-01,622500,North Center
168,2014-01-01,390000,North Center
169,2014-02-01,382500,North Center
170,2014-03-01,390500,North Center
171,2014-04-01,440000,North Center
172,2014-05-01,420000,North Center
173,2014-06-01,515000,North Center
174,2014-07-01,517500,North Center
175,2014-08-01,602000,North Center
176,2014-09-01,562500,North Center
177,2014-10-01,521500,North Center
178,2014-11-01,495000,North Center
179,2014-12-01,495000,North Center
180,2015-01-01,470000,North Center
181,2015-02-01,381750,North Center
182,2015-03-01,360000,North Center
183,2015-04-01,485000,North Center
184,2015-05-01,492500,North Center
185,2015-06-01,628000,North Center
186,2015-07-01,560000,North Center
187,2015-08-01,560000,North Center
188,2015-09-01,550000,North Center
189,2015-10-01,517500,North Center
190,2015-11-01,477500,North Center
191,2015-12-01,565500,North Center
192,2016-01-01,645000,North Center
193,2016-02-01,686250,North Center
194,2016-03-01,490500,North Center
195,2016-04-01,499000,North Center
196,2016-05-01,502500,North Center
197,2016-06-01,502500,North Center
198,2016-07-01,502500,North Center
199,2016-08-01,585500,North Center
200,2016-09-01,483500,North Center
201,2016-10-01,542500,North Center
202,2016-11-01,542500,North Center
203,2016-12-01,585000,North Center
204,2017-01-01,548000,North Center
144,2012-01-01,36500,North Lawndale
145,2012-02-01,36500,North Lawndale
