,date,value,community
157,2013-02-01,75500,East Garfield Park
158,2013-03-01,67000,East Garfield Park
159,2013-04-01,55000,East Garfield Park
160,2013-05-01,48000,East Garfield Park
161,2013-06-01,46750,East Garfield Park
162,2013-07-01,60000,East Garfield Park
163,2013-08-01,60000,East Garfield Park
164,2013-09-01,53000,East Garfield Park
165,2013-10-01,53000,East Garfield Park
166,2013-11-01,62500,East Garfield Park
167,2013-12-01,104250,East Garfield Park
168,2014-01-01,129000,East Garfield Park
169,2014-02-01,115000,East Garfield Park
170,2014-03-01,101500,East Garfield Park
171,2014-04-01,39000,East Garfield Park
172,2014-05-01,56000,East Garfield Park
173,2014-06-01,58000,East Garfield Park
174,2014-07-01,62250,East Garfield Park
175,2014-08-01,60000,East Garfield Park
176,2014-09-01,47750,East Garfield Park
177,2014-10-01,51750,East Garfield Park
178,2014-11-01,56250,East Garfield Park
179,2014-12-01,65000,East Garfield Park
180,2015-01-01,65000,East Garfield Park
181,2015-02-01,85000,East Garfield Park
182,2015-03-01,67000,East Garfield Park
183,2015-04-01,67000,East Garfield Park
184,2015-05-01,86000,East Garfield Park
185,2015-06-01,138750,East Garfield Park
186,2015-07-01,111750,East Garfield Park
187,2015-08-01,90000,East Garfield Park
188,2015-09-01,90000,East Garfield Park
189,2015-10-01,90000,East Garfield Park
190,2015-11-01,154000,East Garfield Park
191,2015-12-01,101000,East Garfield Park
192,2016-01-01,93500,East Garfield Park
193,2016-02-01,103500,East Garfield Park
194,2016-03-01,116000,East Garfield Park
195,2016-04-01,123000,East Garfield Park
196,2016-05-01,148500,East Garfield Park
197,2016-06-01,175000,East Garfield Park
198,2016-07-01,142000,East Garfield Park
199,2016-08-01,140000,East Garfield Park
200,2016-09-01,106500,East Garfield Park
201,2016-10-01,112500,East Garfield Park
202,2016-11-01,112500,East Garfield Park
203,2016-12-01,152500,East Garfield Park
204,2017-01-01,157000,East Garfield Park
144,2012-01-01,65000,East Side
145,2012-02-01,68500,East Side
146,2012-03-01,68750,East Side
147,2012-04-01,68750,East Side
148,2012-05-01,65000,East Side
149,2012-06-01,60000,East Side
150,2012-07-01,57750,East Side
151,2012-08-01,55500,East Side
152,2012-09-01,55500,East Side
153,2012-10-01,75000,East Side
154,2012-11-01,72500,East Side
155,2012-12-01,92500,East Side
156,2013-01-01,60000,East Side
157,2013-02-01,66500,East Side
158,2013-03-01,77500,East Side
159,2013-04-01,88500,East Side
160,2013-05-01,84000,East Side
161,2013-06-01,89000,East Side
162,2013-07-01,73500,East Side
163,2013-08-01,88000,East Side
164,2013-09-01,82500,East Side
165,2013-10-01,86750,East Side
166,2013-11-01,64000,East Side
167,2013-12-01,54649,East Side
168,2014-01-01,65000,East Side
169,2014-02-01,71000,East Side
170,2014-03-01,72500,East Side
171,2014-04-01,75000,East Side
172,2014-05-01,82000,East Side
173,2014-06-01,82000,East Side
174,2014-07-01,72500,East Side
175,2014-08-01,74500,East Side
176,2014-09-01,90500,East Side
177,2014-10-01,99000,East Side
178,2014-11-01,95000,East Side
179,2014-12-01,83000,East Side
180,2015-01-01,83250,East Side
181,2015-02-01,79250,East Side
182,2015-03-01,82500,East Side
183,2015-04-01,65000,East Side
184,2015-05-01,62750,East Side
185,2015-06-01,78000,East Side
186,2015-07-01,81500,East Side
187,2015-08-01,81500,East Side
188,2015-09-01,95000,East Side
189,2015-10-01,83000,East Side
190,2015-11-01,98000,East Side
191,2015-12-01,99000,East Side
192,2016-01-01,99000,East Side
193,2016-02-01,93000,East Side
194,2016-03-01,80000,East Side
195,2016-04-01,85000,East Side
196,2016-05-01,85000,East Side
197,2016-06-01,100000,East Side
198,2016-07-01,89000,East Side
199,2016-08-01,100000,East Side
200,2016-09-01,105000,East Side
201,2016-10-01,101500,East Side
202,2016-11-01,100000,East Side
203,2016-12-01,82500,East Side
204,2017-01-01,93750,East Side
144,2012-01-01,195250,Edgewater
145,2012-02-01,165000,Edgewater
146,2012-03-01,137500,Edgewater
147,2012-04-01,99500,Edgewater
148,2012-05-01,100000,Edgewater
149,2012-06-01,88550,Edgewater
150,2012-07-01,119500,Edgewater
151,2012-08-01,117250,Edgewater
152,2012-09-01,141250,Edgewater
153,2012-10-01,135000,Edgewater
154,2012-11-01,142500,Edgewater
155,2012-12-01,135000,Edgewater
156,2013-01-01,140750,Edgewater
157,2013-02-01,129250,Edgewater
158,2013-03-01,127000,Edgewater
159,2013-04-01,107750,Edgewater
160,2013-05-01,140250,Edgewater
161,2013-06-01,147500,Edgewater
162,2013-07-01,155000,Edgewater
163,2013-08-01,170000,Edgewater
164,2013-09-01,171500,Edgewater
165,2013-10-01,180000,Edgewater
166,2013-11-01,175000,Edgewater
167,2013-12-01,169000,Edgewater
168,2014-01-01,170000,Edgewater
169,2014-02-01,167000,Edgewater
170,2014-03-01,172000,Edgewater
171,2014-04-01,160000,Edgewater
172,2014-05-01,163000,Edgewater
173,2014-06-01,160000,Edgewater
174,2014-07-01,166750,Edgewater
175,2014-08-01,165750,Edgewater
176,2014-09-01,177500,Edgewater
177,2014-10-01,220000,Edgewater
178,2014-11-01,213000,Edgewater
179,2014-12-01,216000,Edgewater
180,2015-01-01,202000,Edgewater
181,2015-02-01,205000,Edgewater
182,2015-03-01,163000,Edgewater
183,2015-04-01,165000,Edgewater
184,2015-05-01,170000,Edgewater
185,2015-06-01,200000,Edgewater
186,2015-07-01,205000,Edgewater
187,2015-08-01,204000,Edgewater
188,2015-09-01,202000,Edgewater
189,2015-10-01,209000,Edgewater
190,2015-11-01,219000,Edgewater
191,2015-12-01,210000,Edgewater
192,2016-01-01,187500,Edgewater
193,2016-02-01,185250,Edgewater
194,2016-03-01,177750,Edgewater
195,2016-04-01,187500,Edgewater
196,2016-05-01,181000,Edgewater
197,2016-06-01,185000,Edgewater
198,2016-07-01,195000,Edgewater
199,2016-08-01,200500,Edgewater
200,2016-09-01,195500,Edgewater
201,2016-10-01,186500,Edgewater
202,2016-11-01,200000,Edgewater
203,2016-12-01,223000,Edgewater
204,2017-01-01,224750,Edgewater
144,2012-01-01,220000,Edison Park
145,2012-02-01,220000,Edison Park
146,2012-03-01,215000,Edison Park
147,2012-04-01,239000,Edison Park
148,2012-05-01,210000,Edison Park
149,2012-06-01,212000,Edison Park
150,2012-07-01,225000,Edison Park
151,2012-08-01,235000,Edison Park
152,2012-09-01,230000,Edison Park
153,2012-10-01,254750,Edison Park
154,2012-11-01,227000,Edison Park
155,2012-12-01,235000,Edison Park
156,2013-01-01,160000,Edison Park
157,2013-02-01,235000,Edison Park
158,2013-03-01,262500,Edison Park
159,2013-04-01,280000,Edison Park
160,2013-05-01,285000,Edison Park
161,2013-06-01,290000,Edison Park
162,2013-07-01,254000,Edison Park
163,2013-08-01,377750,Edison Park
164,2013-09-01,354000,Edison Park
165,2013-10-01,365250,Edison Park
166,2013-11-01,290000,Edison Park
167,2013-12-01,269000,Edison Park
168,2014-01-01,245000,Edison Park
169,2014-02-01,255000,Edison Park
170,2014-03-01,250000,Edison Park
171,2014-04-01,270000,Edison Park
172,2014-05-01,297500,Edison Park
173,2014-06-01,320000,Edison Park
174,2014-07-01,319000,Edison Park
175,2014-08-01,310000,Edison Park
176,2014-09-01,310000,Edison Park
177,2014-10-01,304000,Edison Park
178,2014-11-01,310000,Edison Park
179,2014-12-01,300000,Edison Park
180,2015-01-01,299000,Edison Park
181,2015-02-01,289250,Edison Park
182,2015-03-01,280000,Edison Park
183,2015-04-01,274000,Edison Park
184,2015-05-01,267000,Edison Park
185,2015-06-01,297500,Edison Park
186,2015-07-01,317000,Edison Park
187,2015-08-01,326000,Edison Park
188,2015-09-01,326000,Edison Park
189,2015-10-01,325500,Edison Park
190,2015-11-01,324000,Edison Park
191,2015-12-01,314000,Edison Park
192,2016-01-01,298000,Edison Park
193,2016-02-01,258000,Edison Park
194,2016-03-01,256250,Edison Park
195,2016-04-01,252500,Edison Park
196,2016-05-01,287500,Edison Park
197,2016-06-01,284250,Edison Park
198,2016-07-01,323250,Edison Park
199,2016-08-01,322500,Edison Park
200,2016-09-01,342000,Edison Park
201,2016-10-01,300000,Edison Park
202,2016-11-01,316500,Edison Park
203,2016-12-01,320250,Edison Park
204,2017-01-01,297500,Edison Park
144,2012-01-01,23750,Englewood
145,2012-02-01,24500,Englewood
146,2012-03-01,57500,Englewood
147,2012-04-01,57500,Englewood
148,2012-05-01,89000,Englewood
149,2012-06-01,32750,Englewood
150,2012-07-01,43000,Englewood
151,2012-09-01,22500,Englewood
152,2012-10-01,45000,Englewood
153,2012-11-01,45000,Englewood
154,2012-12-01,45000,Englewood
155,2013-01-01,43000,Englewood
156,2013-02-01,47000,Englewood
157,2013-03-01,51000,Englewood
158,2013-04-01,35500,Englewood
159,2013-05-01,35250,Englewood
160,2013-06-01,35250,Englewood
161,2013-07-01,45500,Englewood
162,2013-08-01,40000,Englewood
163,2013-09-01,40000,Englewood
164,2013-11-01,95000,Englewood
165,2013-12-01,95000,Englewood
166,2014-01-01,95000,Englewood
167,2014-02-01,24000,Englewood
168,2014-03-01,24750,Englewood
169,2014-04-01,24750,Englewood
170,2014-05-01,25500,Englewood
171,2014-06-01,85000,Englewood
172,2014-07-01,78500,Englewood
173,2014-08-01,72000,Englewood
174,2014-09-01,72000,Englewood
175,2014-10-01,42000,Englewood
176,2014-11-01,96000,Englewood
177,2014-12-01,42000,Englewood
178,2015-01-01,41000,Englewood
179,2015-02-01,41000,Englewood
180,2015-03-01,30500,Englewood
181,2015-04-01,20000,Englewood
182,2015-05-01,20000,Englewood
183,2015-06-01,40000,Englewood
184,2015-07-01,43250,Englewood
185,2015-08-01,110750,Englewood
186,2015-09-01,87000,Englewood
187,2015-10-01,53500,Englewood
188,2015-11-01,53500,Englewood
189,2015-12-01,20000,Englewood
190,2016-01-01,45000,Englewood
191,2016-02-01,45000,Englewood
192,2016-03-01,92000,Englewood
193,2016-04-01,85500,Englewood
194,2016-05-01,85500,Englewood
195,2016-06-01,168000,Englewood
196,2016-07-01,40000,Englewood
197,2016-08-01,40000,Englewood
198,2016-09-01,35000,Englewood
199,2016-10-01,30000,Englewood
200,2016-11-01,30000,Englewood
201,2016-12-01,38000,Englewood
202,2017-01-01,44000,Englewood
144,2012-01-01,385000,Forest Glen
145,2012-02-01,344750,Forest Glen
146,2012-03-01,335000,Forest Glen
147,2012-04-01,335000,Forest Glen
148,2012-05-01,357500,Forest Glen
149,2012-06-01,355000,Forest Glen
150,2012-07-01,357500,Forest Glen
151,2012-08-01,427500,Forest Glen
152,2012-09-01,432500,Forest Glen
153,2012-10-01,446500,Forest Glen
154,2012-11-01,435000,Forest Glen
155,2012-12-01,470000,Forest Glen
156,2013-01-01,470000,Forest Glen
157,2013-02-01,470000,Forest Glen
158,2013-03-01,425000,Forest Glen
159,2013-04-01,425000,Forest Glen
160,2013-05-01,417000,Forest Glen
161,2013-06-01,420000,Forest Glen
162,2013-07-01,417000,Forest Glen
163,2013-08-01,416000,Forest Glen
164,2013-09-01,418000,Forest Glen
165,2013-10-01,460000,Forest Glen
166,2013-11-01,465000,Forest Glen
167,2013-12-01,459750,Forest Glen
168,2014-01-01,429500,Forest Glen
169,2014-02-01,445000,Forest Glen
170,2014-03-01,410000,Forest Glen
171,2014-04-01,392500,Forest Glen
172,2014-05-01,396250,Forest Glen
173,2014-06-01,435000,Forest Glen
174,2014-07-01,425000,Forest Glen
175,2014-08-01,425000,Forest Glen
176,2014-09-01,400000,Forest Glen
177,2014-10-01,417500,Forest Glen
178,2014-11-01,407000,Forest Glen
179,2014-12-01,416250,Forest Glen
180,2015-01-01,417000,Forest Glen
181,2015-02-01,415000,Forest Glen
182,2015-03-01,419000,Forest Glen
183,2015-04-01,446000,Forest Glen
184,2015-05-01,540000,Forest Glen
185,2015-06-01,507500,Forest Glen
186,2015-07-01,490000,Forest Glen
187,2015-08-01,485000,Forest Glen
188,2015-09-01,502500,Forest Glen
189,2015-10-01,486500,Forest Glen
190,2015-11-01,476500,Forest Glen
191,2015-12-01,420000,Forest Glen
192,2016-01-01,410000,Forest Glen
193,2016-02-01,410000,Forest Glen
194,2016-03-01,441000,Forest Glen
195,2016-04-01,426000,Forest Glen
196,2016-05-01,430000,Forest Glen
197,2016-06-01,385000,Forest Glen
198,2016-07-01,486000,Forest Glen
199,2016-08-01,530000,Forest Glen
200,2016-09-01,552500,Forest Glen
201,2016-10-01,552500,Forest Glen
202,2016-11-01,542500,Forest Glen
203,2016-12-01,468750,Forest Glen
204,2017-01-01,563750,Forest Glen
125,2012-02-01,280000,Fuller Park
126,2012-03-01,280000,Fuller Park
127,2012-04-01,280000,Fuller Park
128,2012-05-01,27000,Fuller Park
129,2012-06-01,27000,Fuller Park
130,2012-07-01,27000,Fuller Park
131,2013-02-01,30000,Fuller Park
132,2013-03-01,30000,Fuller Park
133,2013-04-01,30000,Fuller Park
134,2013-05-01,86250,Fuller Park
135,2013-06-01,37500,Fuller Park
136,2013-07-01,37500,Fuller Park
137,2013-08-01,23000,Fuller Park
138,2013-12-01,21000,Fuller Park
139,2014-01-01,21000,Fuller Park
140,2014-02-01,21000,Fuller Park
141,2014-03-01,108000,Fuller Park
142,2014-04-01,81000,Fuller Park
143,2014-05-01,81000,Fuller Park
144,2014-06-01,27000,Fuller Park
145,2014-07-01,45000,Fuller Park
146,2014-08-01,44500,Fuller Park
147,2014-09-01,44500,Fuller Park
148,2014-10-01,52000,Fuller Park
149,2014-11-01,60000,Fuller Park
150,2014-12-01,46000,Fuller Park
151,2015-01-01,33000,Fuller Park
152,2015-02-01,34000,Fuller Park
153,2015-03-01,35000,Fuller Park
154,2015-04-01,35000,Fuller Park
155,2015-05-01,42250,Fuller Park
156,2015-06-01,34500,Fuller Park
157,2015-09-01,124000,Fuller Park
158,2015-10-01,124000,Fuller Park
159,2015-11-01,124000,Fuller Park
160,2015-12-01,27500,Fuller Park
161,2016-01-01,27500,Fuller Park
162,2016-02-01,27500,Fuller Park
163,2016-03-01,135000,Fuller Park
164,2016-04-01,135000,Fuller Park
165,2016-05-01,135000,Fuller Park
166,2016-06-01,107500,Fuller Park
167,2016-07-01,107500,Fuller Park
168,2016-08-01,107500,Fuller Park
169,2016-09-01,76000,Fuller Park
170,2016-10-01,76000,Fuller Park
171,2016-11-01,76000,Fuller Park
172,2016-12-01,90000,Fuller Park
173,2017-01-01,65000,Fuller Park
144,2012-01-01,79000,Gage Park
145,2012-02-01,71250,Gage Park
146,2012-03-01,80000,Gage Park
147,2012-04-01,73500,Gage Park
148,2012-05-01,69000,Gage Park
149,2012-06-01,63000,Gage Park
150,2012-07-01,65750,Gage Park
151,2012-08-01,66500,Gage Park
152,2012-09-01,55000,Gage Park
153,2012-10-01,57000,Gage Park
154,2012-11-01,65000,Gage Park
155,2012-12-01,66000,Gage Park
156,2013-01-01,63000,Gage Park
157,2013-02-01,60000,Gage Park
158,2013-03-01,64000,Gage Park
159,2013-04-01,65000,Gage Park
160,2013-05-01,68000,Gage Park
161,2013-06-01,67100,Gage Park
162,2013-07-01,67550,Gage Park
163,2013-08-01,72000,Gage Park
164,2013-09-01,84500,Gage Park
165,2013-10-01,87000,Gage Park
166,2013-11-01,90000,Gage Park
167,2013-12-01,82750,Gage Park
168,2014-01-01,54250,Gage Park
169,2014-02-01,78000,Gage Park
170,2014-03-01,78000,Gage Park
171,2014-04-01,84250,Gage Park
172,2014-05-01,80000,Gage Park
173,2014-06-01,75000,Gage Park
174,2014-07-01,75000,Gage Park
175,2014-08-01,90000,Gage Park
176,2014-09-01,102500,Gage Park
177,2014-10-01,124000,Gage Park
178,2014-11-01,109000,Gage Park
179,2014-12-01,118500,Gage Park
180,2015-01-01,81500,Gage Park
181,2015-02-01,97500,Gage Park
182,2015-03-01,95000,Gage Park
183,2015-04-01,98000,Gage Park
184,2015-05-01,97750,Gage Park
185,2015-06-01,119000,Gage Park
186,2015-07-01,130000,Gage Park
187,2015-08-01,130000,Gage Park
188,2015-09-01,115250,Gage Park
189,2015-10-01,114000,Gage Park
190,2015-11-01,115000,Gage Park
191,2015-12-01,125000,Gage Park
192,2016-01-01,110000,Gage Park
193,2016-02-01,127500,Gage Park
194,2016-03-01,150000,Gage Park
195,2016-04-01,151000,Gage Park
196,2016-05-01,116102,Gage Park
197,2016-06-01,83000,Gage Park
198,2016-07-01,85500,Gage Park
199,2016-08-01,96500,Gage Park
200,2016-09-01,121000,Gage Park
201,2016-10-01,115000,Gage Park
202,2016-11-01,135000,Gage Park
203,2016-12-01,150000,Gage Park
204,2017-01-01,140000,Gage Park
144,2012-01-01,162000,Austin
145,2012-02-01,116500,Austin
146,2012-03-01,120000,Austin
147,2012-04-01,110000,Austin
148,2012-05-01,126000,Austin
149,2012-06-01,150000,Austin
150,2012-07-01,175000,Austin
151,2012-08-01,150000,Austin
152,2012-09-01,110250,Austin
153,2012-10-01,115000,Austin
154,2012-11-01,128000,Austin
155,2012-12-01,141000,Austin
156,2013-01-01,134500,Austin
157,2013-02-01,125000,Austin
158,2013-03-01,125000,Austin
159,2013-04-01,125000,Austin
160,2013-05-01,115000,Austin
161,2013-06-01,149000,Austin
162,2013-07-01,130000,Austin
163,2013-08-01,132500,Austin
164,2013-09-01,122500,Austin
165,2013-10-01,115000,Austin
166,2013-11-01,133000,Austin
167,2013-12-01,165000,Austin
168,2014-01-01,174750,Austin
169,2014-02-01,163250,Austin
170,2014-03-01,125000,Austin
171,2014-04-01,125000,Austin
172,2014-05-01,187000,Austin
173,2014-06-01,178500,Austin
174,2014-07-01,257500,Austin
175,2014-08-01,232000,Austin
176,2014-09-01,231000,Austin
177,2014-10-01,202500,Austin
178,2014-11-01,223500,Austin
179,2014-12-01,224000,Austin
180,2015-01-01,239000,Austin
181,2015-02-01,235500,Austin
182,2015-03-01,200500,Austin
183,2015-04-01,200500,Austin
184,2015-05-01,248250,Austin
185,2015-06-01,268000,Austin
186,2015-07-01,225000,Austin
187,2015-08-01,200750,Austin
188,2015-09-01,214500,Austin
189,2015-10-01,238500,Austin
190,2015-11-01,245000,Austin
191,2015-12-01,236000,Austin
192,2016-01-01,212500,Austin
193,2016-02-01,220000,Austin
194,2016-03-01,177750,Austin
195,2016-04-01,173250,Austin
196,2016-05-01,173250,Austin
197,2016-06-01,225000,Austin
198,2016-07-01,263000,Austin
199,2016-08-01,263000,Austin
200,2016-09-01,262000,Austin
201,2016-10-01,255000,Austin
202,2016-11-01,250000,Austin
203,2016-12-01,265000,Austin
204,2017-01-01,270000,Austin
144,2012-01-01,150000,Garfield Ridge
145,2012-02-01,145000,Garfield Ridge
146,2012-03-01,145000,Garfield Ridge
147,2012-04-01,138000,Garfield Ridge
148,2012-05-01,132500,Garfield Ridge
149,2012-06-01,131250,Garfield Ridge
150,2012-07-01,136000,Garfield Ridge
151,2012-08-01,128750,Garfield Ridge
152,2012-09-01,135000,Garfield Ridge
153,2012-10-01,135000,Garfield Ridge
154,2012-11-01,156000,Garfield Ridge
155,2012-12-01,165000,Garfield Ridge
156,2013-01-01,167000,Garfield Ridge
157,2013-02-01,149500,Garfield Ridge
158,2013-03-01,154500,Garfield Ridge
159,2013-04-01,149000,Garfield Ridge
160,2013-05-01,156500,Garfield Ridge
161,2013-06-01,149000,Garfield Ridge
162,2013-07-01,148750,Garfield Ridge
163,2013-08-01,156000,Garfield Ridge
164,2013-09-01,160000,Garfield Ridge
165,2013-10-01,170000,Garfield Ridge
166,2013-11-01,162000,Garfield Ridge
167,2013-12-01,162000,Garfield Ridge
168,2014-01-01,161750,Garfield Ridge
169,2014-02-01,157000,Garfield Ridge
170,2014-03-01,151000,Garfield Ridge
171,2014-04-01,154000,Garfield Ridge
172,2014-05-01,169500,Garfield Ridge
173,2014-06-01,174000,Garfield Ridge
174,2014-07-01,180000,Garfield Ridge
175,2014-08-01,170000,Garfield Ridge
176,2014-09-01,180000,Garfield Ridge
177,2014-10-01,195000,Garfield Ridge
178,2014-11-01,187000,Garfield Ridge
179,2014-12-01,194500,Garfield Ridge
180,2015-01-01,189000,Garfield Ridge
181,2015-02-01,189500,Garfield Ridge
182,2015-03-01,174000,Garfield Ridge
183,2015-04-01,177500,Garfield Ridge
184,2015-05-01,190000,Garfield Ridge
185,2015-06-01,191000,Garfield Ridge
186,2015-07-01,192500,Garfield Ridge
187,2015-08-01,192000,Garfield Ridge
188,2015-09-01,190000,Garfield Ridge
189,2015-10-01,189000,Garfield Ridge
190,2015-11-01,190000,Garfield Ridge
191,2015-12-01,196000,Garfield Ridge
192,2016-01-01,195500,Garfield Ridge
193,2016-02-01,191000,Garfield Ridge
194,2016-03-01,185000,Garfield Ridge
195,2016-04-01,189500,Garfield Ridge
196,2016-05-01,192000,Garfield Ridge
197,2016-06-01,200000,Garfield Ridge
198,2016-07-01,210000,Garfield Ridge
199,2016-08-01,215000,Garfield Ridge
200,2016-09-01,218500,Garfield Ridge
201,2016-10-01,218250,Garfield Ridge
202,2016-11-01,219500,Garfield Ridge
203,2016-12-01,215000,Garfield Ridge
204,2017-01-01,215000,Garfield Ridge
144,2012-01-01,368000,Near North Side
145,2012-02-01,354000,Near North Side
146,2012-03-01,317750,Near North Side
147,2012-04-01,315000,Near North Side
148,2012-05-01,305000,Near North Side
149,2012-06-01,305000,Near North Side
150,2012-07-01,302500,Near North Side
151,2012-08-01,320000,Near North Side
152,2012-09-01,320000,Near North Side
153,2012-10-01,324000,Near North Side
154,2012-11-01,346000,Near North Side
155,2012-12-01,350750,Near North Side
156,2013-01-01,357000,Near North Side
157,2013-02-01,337000,Near North Side
158,2013-03-01,357000,Near North Side
159,2013-04-01,305000,Near North Side
160,2013-05-01,345000,Near North Side
161,2013-06-01,352500,Near North Side
162,2013-07-01,385000,Near North Side
163,2013-08-01,382500,Near North Side
164,2013-09-01,390000,Near North Side
165,2013-10-01,376000,Near North Side
166,2013-11-01,355000,Near North Side
167,2013-12-01,342250,Near North Side
168,2014-01-01,344000,Near North Side
169,2014-02-01,385000,Near North Side
170,2014-03-01,400000,Near North Side
171,2014-04-01,375000,Near North Side
172,2014-05-01,365000,Near North Side
173,2014-06-01,382250,Near North Side
174,2014-07-01,389000,Near North Side
175,2014-08-01,397750,Near North Side
176,2014-09-01,390000,Near North Side
177,2014-10-01,408500,Near North Side
178,2014-11-01,409750,Near North Side
179,2014-12-01,412500,Near North Side
180,2015-01-01,416250,Near North Side
181,2015-02-01,420000,Near North Side
182,2015-03-01,420000,Near North Side
183,2015-04-01,398000,Near North Side
184,2015-05-01,370500,Near North Side
185,2015-06-01,377000,Near North Side
186,2015-07-01,378750,Near North Side
187,2015-08-01,392000,Near North Side
188,2015-09-01,410000,Near North Side
189,2015-10-01,415500,Near North Side
190,2015-11-01,420000,Near North Side
191,2015-12-01,418000,Near North Side
192,2016-01-01,419500,Near North Side
193,2016-02-01,417000,Near North Side
194,2016-03-01,406000,Near North Side
195,2016-04-01,387500,Near North Side
196,2016-05-01,395250,Near North Side
197,2016-06-01,421000,Near North Side
198,2016-07-01,421000,Near North Side
199,2016-08-01,450000,Near North Side
200,2016-09-01,450000,Near North Side
201,2016-10-01,461500,Near North Side
202,2016-11-01,436000,Near North Side
203,2016-12-01,418750,Near North Side
204,2017-01-01,410000,Near North Side
144,2012-01-01,128500,Grand Boulevard
145,2012-02-01,75000,Grand Boulevard
146,2012-03-01,75000,Grand Boulevard
147,2012-04-01,61000,Grand Boulevard
148,2012-05-01,51500,Grand Boulevard
149,2012-06-01,51500,Grand Boulevard
150,2012-07-01,68000,Grand Boulevard
151,2012-08-01,66500,Grand Boulevard
152,2012-09-01,65000,Grand Boulevard
153,2012-10-01,111000,Grand Boulevard
154,2012-11-01,75000,Grand Boulevard
155,2012-12-01,75000,Grand Boulevard
156,2013-01-01,64000,Grand Boulevard
157,2013-02-01,89000,Grand Boulevard
158,2013-03-01,114000,Grand Boulevard
159,2013-04-01,89000,Grand Boulevard
160,2013-05-01,80000,Grand Boulevard
161,2013-06-01,81000,Grand Boulevard
162,2013-07-01,89000,Grand Boulevard
163,2013-08-01,115000,Grand Boulevard
164,2013-09-01,121500,Grand Boulevard
165,2013-10-01,125000,Grand Boulevard
166,2013-11-01,135000,Grand Boulevard
167,2013-12-01,132500,Grand Boulevard
168,2014-01-01,105000,Grand Boulevard
169,2014-02-01,94000,Grand Boulevard
170,2014-03-01,97500,Grand Boulevard
171,2014-04-01,100000,Grand Boulevard
172,2014-05-01,116000,Grand Boulevard
173,2014-06-01,112500,Grand Boulevard
174,2014-07-01,122000,Grand Boulevard
175,2014-08-01,121000,Grand Boulevard
176,2014-09-01,122000,Grand Boulevard
177,2014-10-01,109000,Grand Boulevard
178,2014-11-01,131000,Grand Boulevard
179,2014-12-01,131000,Grand Boulevard
180,2015-01-01,131500,Grand Boulevard
181,2015-02-01,108750,Grand Boulevard
182,2015-03-01,107500,Grand Boulevard
183,2015-04-01,113500,Grand Boulevard
184,2015-05-01,123250,Grand Boulevard
185,2015-06-01,101750,Grand Boulevard
186,2015-07-01,110000,Grand Boulevard
187,2015-08-01,100000,Grand Boulevard
188,2015-09-01,105000,Grand Boulevard
189,2015-10-01,96000,Grand Boulevard
190,2015-11-01,112500,Grand Boulevard
191,2015-12-01,120000,Grand Boulevard
192,2016-01-01,130000,Grand Boulevard
193,2016-02-01,130000,Grand Boulevard
194,2016-03-01,136750,Grand Boulevard
195,2016-04-01,148500,Grand Boulevard
196,2016-05-01,194000,Grand Boulevard
197,2016-06-01,172500,Grand Boulevard
198,2016-07-01,194000,Grand Boulevard
199,2016-08-01,187000,Grand Boulevard
200,2016-09-01,187000,Grand Boulevard
201,2016-10-01,187500,Grand Boulevard
202,2016-11-01,200000,Grand Boulevard
203,2016-12-01,197750,Grand Boulevard
204,2017-01-01,200000,Grand Boulevard
144,2012-01-01,100000,Greater Grand Crossing
145,2012-02-01,150000,Greater Grand Crossing
146,2012-03-01,134000,Greater Grand Crossing
147,2012-04-01,118500,Greater Grand Crossing
148,2012-05-01,97750,Greater Grand Crossing
149,2012-06-01,104500,Greater Grand Crossing
150,2012-07-01,71000,Greater Grand Crossing
151,2012-08-01,51000,Greater Grand Crossing
152,2012-09-01,50000,Greater Grand Crossing
153,2012-10-01,50000,Greater Grand Crossing
154,2012-11-01,50000,Greater Grand Crossing
155,2012-12-01,80000,Greater Grand Crossing
156,2013-01-01,92000,Greater Grand Crossing
157,2013-02-01,90250,Greater Grand Crossing
158,2013-03-01,40500,Greater Grand Crossing
159,2013-04-01,65000,Greater Grand Crossing
160,2013-05-01,40500,Greater Grand Crossing
161,2013-06-01,57750,Greater Grand Crossing
162,2013-07-01,36500,Greater Grand Crossing
163,2013-08-01,40050,Greater Grand Crossing
164,2013-09-01,43750,Greater Grand Crossing
165,2013-10-01,75000,Greater Grand Crossing
166,2013-11-01,106500,Greater Grand Crossing
167,2013-12-01,105000,Greater Grand Crossing
168,2014-01-01,100000,Greater Grand Crossing
169,2014-02-01,102500,Greater Grand Crossing
170,2014-03-01,111500,Greater Grand Crossing
171,2014-04-01,111000,Greater Grand Crossing
172,2014-05-01,108000,Greater Grand Crossing
173,2014-06-01,92000,Greater Grand Crossing
174,2014-07-01,55000,Greater Grand Crossing
175,2014-08-01,120000,Greater Grand Crossing
176,2014-09-01,167750,Greater Grand Crossing
177,2014-10-01,120000,Greater Grand Crossing
178,2014-11-01,65000,Greater Grand Crossing
179,2014-12-01,65000,Greater Grand Crossing
180,2015-01-01,120000,Greater Grand Crossing
181,2015-02-01,137500,Greater Grand Crossing
182,2015-03-01,125000,Greater Grand Crossing
183,2015-04-01,121500,Greater Grand Crossing
184,2015-05-01,89500,Greater Grand Crossing
185,2015-06-01,102500,Greater Grand Crossing
186,2015-07-01,102500,Greater Grand Crossing
187,2015-08-01,140000,Greater Grand Crossing
