date,value
2000-01-01,290750
2000-02-01,278000
2000-03-01,286000
2000-04-01,281500
2000-05-01,229750
2000-06-01,210000
2000-07-01,208500
2000-08-01,236250
2000-09-01,269500
2000-10-01,290000
2000-11-01,287000
2000-12-01,301250
2001-01-01,292500
2001-02-01,292250
2001-03-01,288000
2001-04-01,308500
2001-05-01,315000
2001-06-01,301000
2001-07-01,286000
2001-08-01,296250
2001-09-01,305000
2001-10-01,310000
2001-11-01,319750
2001-12-01,342000
2002-01-01,328500
2002-02-01,330000
2002-03-01,386250
2002-04-01,426500
2002-05-01,358000
2002-06-01,342500
2002-07-01,323500
2002-08-01,324250
2002-09-01,319000
2002-10-01,324000
2002-11-01,335000
2002-12-01,347000
2003-01-01,350000
2003-02-01,374000
2003-03-01,348250
2003-04-01,304000
2003-05-01,304000
2003-06-01,304500
2003-07-01,330000
2003-08-01,329500
2003-09-01,326000
2003-10-01,315000
2003-11-01,311750
2003-12-01,334500
2004-01-01,337750
2004-02-01,311000
2004-03-01,315500
2004-04-01,324500
2004-05-01,336750
2004-06-01,341500
2004-07-01,338000
2004-08-01,343500
2004-09-01,350000
2004-10-01,371000
2004-11-01,354250
2004-12-01,344750
2005-01-01,300000
2005-02-01,298750
2005-03-01,291750
2005-04-01,301000
2005-05-01,305750
2005-06-01,335000
2005-07-01,338500
2005-08-01,341750
2005-09-01,370000
2005-10-01,392000
2005-11-01,392000
2005-12-01,392000
2006-01-01,402000
2006-02-01,376500
2006-03-01,363250
2006-04-01,344000
2006-05-01,337500
2006-06-01,393500
2006-07-01,440250
2006-08-01,449000
2006-09-01,455000
2006-10-01,455750
2006-11-01,455750
2006-12-01,500000
2007-01-01,425500
2007-02-01,390000
2007-03-01,347500
2007-04-01,390000
2007-05-01,425000
2007-06-01,375000
2007-07-01,325000
2007-08-01,300000
2007-09-01,301000
2007-10-01,319250
2007-11-01,325000
2007-12-01,315250
2008-01-01,329000
2008-02-01,316500
2008-03-01,322250
2008-04-01,312000
2008-05-01,334500
2008-06-01,352500
2008-07-01,427000
2008-08-01,341250
2008-09-01,358000
2008-10-01,329500
2008-11-01,327500
2008-12-01,327250
2009-01-01,320000
2009-02-01,336500
2009-03-01,343000
2009-04-01,364500
2009-05-01,408000
2009-06-01,392500
2009-07-01,405000
2009-08-01,356250
2009-09-01,322500
2009-10-01,351000
2009-11-01,349500
2009-12-01,308750
2010-01-01,287500
2010-02-01,324000
2010-03-01,327000
2010-04-01,345500
2010-05-01,345500
2010-06-01,375000
2010-07-01,356750
2010-08-01,368500
2010-09-01,330000
2010-10-01,316000
2010-11-01,258000
2010-12-01,244000
2011-01-01,260000
2011-02-01,300000
2011-03-01,290000
2011-04-01,305000
2011-05-01,333750
2011-06-01,324000
2011-07-01,316500
2011-08-01,292500
2011-09-01,362500
2011-10-01,339250
2011-11-01,385000
2011-12-01,330000
2012-01-01,333000
2012-02-01,318000
2012-03-01,227500
2012-04-01,225000
2012-05-01,225000
2012-06-01,226500
2012-07-01,267000
2012-08-01,295000
2012-09-01,295000
2012-10-01,295000
2012-11-01,325000
2012-12-01,350000
2013-01-01,392000
2013-02-01,301500
2013-03-01,255250
2013-04-01,248500
2013-05-01,325000
2013-06-01,395000
2013-07-01,440500
2013-08-01,454500
2013-09-01,413000
2013-10-01,325000
2013-11-01,307000
2013-12-01,320250
2014-01-01,325000
2014-02-01,297500
2014-03-01,280000
2014-04-01,243500
2014-05-01,283000
2014-06-01,312500
2014-07-01,341000
2014-08-01,363500
2014-09-01,407500
2014-10-01,380000
2014-11-01,345000
2014-12-01,314000
2015-01-01,315500
2015-02-01,317250
2015-03-01,332000
2015-04-01,353500
2015-05-01,380000
2015-06-01,413000
2015-07-01,420000
2015-08-01,414750
2015-09-01,383000
2015-10-01,399500
2015-11-01,334000
2015-12-01,322000
2016-01-01,323000
2016-02-01,367500
2016-03-01,360000
2016-04-01,337000
2016-05-01,372500
2016-06-01,391250
2016-07-01,383500
2016-08-01,361000
2016-09-01,310750
2016-10-01,339500
2016-11-01,350500
2016-12-01,399750
2017-01-01,350000
