date,value
2000-01-01,190000
2000-02-01,228500
2000-03-01,266250
2000-04-01,295250
2000-05-01,339500
2000-06-01,304500
2000-07-01,267500
2000-08-01,272500
2000-09-01,253500
2000-10-01,252000
2000-11-01,274000
2000-12-01,306250
2001-01-01,296250
2001-02-01,265000
2001-03-01,299000
2001-04-01,310000
2001-05-01,305000
2001-06-01,310000
2001-07-01,310000
2001-08-01,274500
2001-09-01,271000
2001-10-01,270000
2001-11-01,260000
2001-12-01,245000
2002-01-01,252000
2002-02-01,273500
2002-03-01,336500
2002-04-01,325000
2002-05-01,280000
2002-06-01,278500
2002-07-01,289000
2002-08-01,310000
2002-09-01,298500
2002-10-01,297000
2002-11-01,300000
2002-12-01,288500
2003-01-01,288500
2003-02-01,294750
2003-03-01,324500
2003-04-01,329000
2003-05-01,322750
2003-06-01,319250
2003-07-01,315000
2003-08-01,315000
2003-09-01,312500
2003-10-01,320000
2003-11-01,340000
2003-12-01,359250
2004-01-01,315000
2004-02-01,321500
2004-03-01,340250
2004-04-01,364000
2004-05-01,357250
2004-06-01,350000
2004-07-01,361000
2004-08-01,349500
2004-09-01,367500
2004-10-01,345000
2004-11-01,355000
2004-12-01,362500
2005-01-01,409250
2005-02-01,410000
2005-03-01,372500
2005-04-01,369000
2005-05-01,378000
2005-06-01,367500
2005-07-01,378000
2005-08-01,389500
2005-09-01,395000
2005-10-01,403500
2005-11-01,397500
2005-12-01,380000
2006-01-01,389000
2006-02-01,366000
2006-03-01,375000
2006-04-01,387500
2006-05-01,392500
2006-06-01,405000
2006-07-01,402000
2006-08-01,420000
2006-09-01,429500
2006-10-01,420000
2006-11-01,422500
2006-12-01,403000
2007-01-01,412750
2007-02-01,409000
2007-03-01,410000
2007-04-01,410000
2007-05-01,422500
2007-06-01,437500
2007-07-01,426250
2007-08-01,385500
2007-09-01,395000
2007-10-01,410500
2007-11-01,415000
2007-12-01,395000
2008-01-01,395000
2008-02-01,442250
2008-03-01,420000
2008-04-01,378750
2008-05-01,362500
2008-06-01,379000
2008-07-01,428000
2008-08-01,387500
2008-09-01,389250
2008-10-01,388500
2008-11-01,393750
2008-12-01,420000
2009-01-01,422500
2009-02-01,450000
2009-03-01,449000
2009-04-01,448000
2009-05-01,368250
2009-06-01,322500
2009-07-01,334000
2009-08-01,344000
2009-09-01,364000
2009-10-01,359000
2009-11-01,365250
2009-12-01,356250
2010-01-01,309750
2010-02-01,309750
2010-03-01,304750
2010-04-01,360000
2010-05-01,401750
2010-06-01,390500
2010-07-01,352000
2010-08-01,348000
2010-09-01,340000
2010-10-01,330000
2010-11-01,425000
2010-12-01,399000
2011-01-01,362500
2011-02-01,303000
2011-03-01,252500
2011-04-01,278750
2011-05-01,312750
2011-06-01,318000
2011-07-01,330000
2011-08-01,335000
2011-09-01,338500
2011-10-01,370000
2011-11-01,312500
2011-12-01,313750
2012-01-01,329500
2012-02-01,440750
2012-03-01,440500
2012-04-01,374000
2012-05-01,354500
2012-06-01,368000
2012-07-01,356000
2012-08-01,360000
2012-09-01,385000
2012-10-01,380000
2012-11-01,413500
2012-12-01,445000
2013-01-01,388500
2013-02-01,320750
2013-03-01,316500
2013-04-01,342000
2013-05-01,585000
2013-06-01,505000
2013-07-01,467500
2013-08-01,392000
2013-09-01,421500
2013-10-01,396000
2013-11-01,423500
2013-12-01,410000
2014-01-01,425000
2014-02-01,397000
2014-03-01,340000
2014-04-01,311750
2014-05-01,466500
2014-06-01,470000
2014-07-01,455000
2014-08-01,450000
2014-09-01,425000
2014-10-01,435000
2014-11-01,510000
2014-12-01,530500
2015-01-01,500000
2015-02-01,435000
2015-03-01,435000
2015-04-01,446000
2015-05-01,490000
2015-06-01,415000
2015-07-01,413500
2015-08-01,407500
2015-09-01,409250
2015-10-01,413000
2015-11-01,439750
2015-12-01,448000
2016-01-01,460250
2016-02-01,458000
2016-03-01,430000
2016-04-01,416000
2016-05-01,437500
2016-06-01,475000
2016-07-01,486500
2016-08-01,482000
2016-09-01,485000
2016-10-01,450000
2016-11-01,460000
2016-12-01,439000
2017-01-01,467000
